t,E,Ttrans,Trot,Tgyro,Trel,Vslosh,Vcoup,Hx,Hy,Hz,Hn,Px,Py,Pz,s,sd,th1,th2
1.640000000000e+0,2.472930255823e+0,0.000000000000e+0,8.961383502077e-1,-1.640155989304e-1,5.463612793014e-1,9.550551149382e-1,2.393911103066e-1,3.057402047112e+1,8.609316135744e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.077390017337e-3,-8.407661044612e-3,-5.364470589239e-2,7.762462831187e-2
1.660000000000e+0,2.472930255823e+0,0.000000000000e+0,8.906872717868e-1,-1.554180978639e-1,5.268060355964e-1,9.640800117254e-1,2.467750345787e-1,3.057402047112e+1,8.609316135744e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.248061854023e-3,-8.658525227289e-3,-5.592399698833e-2,7.735739463635e-2
1.680000000000e+0,2.472930255823e+0,0.000000000000e+0,8.855624981788e-1,-1.474909065060e-1,5.104170894972e-1,9.708340403944e-1,2.536075342590e-1,3.057402047112e+1,8.609316135744e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.423689542166e-3,-8.903166912189e-3,-5.815316127550e-2,7.696349834450e-2
1.700000000000e+0,2.472930255823e+0,0.000000000000e+0,8.807752260800e-1,-1.402536027085e-1,4.972393141545e-1,9.753127422693e-1,2.598565760280e-1,3.057402047112e+1,8.609316135745e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.604143889799e-3,-9.141112652498e-3,-6.033046997773e-2,7.644330560888e-2
1.720000000000e+0,2.472930255823e+0,0.000000000000e+0,8.763343178639e-1,-1.337210613202e-1,4.872959904512e-1,9.775275380690e-1,2.654934707593e-1,3.057402047113e+1,8.609316135745e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.789286283338e-3,-9.371893836599e-3,-6.245424478622e-2,7.579738493150e-2
1.740000000000e+0,2.472930255823e+0,0.000000000000e+0,8.722462919923e-1,-1.279034357619e-1,4.805888462757e-1,9.775055679087e-1,2.704929854085e-1,3.057402047113e+1,8.609316135745e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.978968790483e-3,-9.595047307800e-3,-6.452285910218e-2,7.502650645701e-2
1.760000000000e+0,2.472930255823e+0,0.000000000000e+0,8.685153283995e-1,-1.228061697409e-1,4.770982340410e-1,9.752894278925e-1,2.748334352310e-1,3.057402047113e+1,8.609316135745e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-2.173034275565e-3,-9.810115991569e-3,-6.653473922225e-2,7.413164097187e-2
1.780000000000e+0,2.472930255823e+0,0.000000000000e+0,8.651432886894e-1,-1.184300388040e-1,4.767834447843e-1,9.709368050955e-1,2.784967560580e-1,3.057402047113e+1,8.609316135745e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-2.371316527541e-3,-1.001664953180e-2,-6.848836546621e-2,7.311395859073e-2
1.800000000000e+0,2.472930255823e+0,0.000000000000e+0,8.621297508979e-1,-1.147712212466e-1,4.795831563355e-1,9.645200133726e-1,2.814685564636e-1,3.057402047113e+1,8.609316135746e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-2.573640400812e-3,-1.021420493749e-2,-7.038227324666e-2,7.197482713148e-2
1.820000000000e+0,2.472930255823e+0,0.000000000000e+0,8.594720584845e-1,-1.118213977172e-1,4.854160122220e-1,9.561254330642e-1,2.837381497695e-1,3.057402047113e+1,8.609316135746e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-2.779821969080e-3,-1.040234724082e-2,-7.221505408027e-2,7.071581018107e-2
1.840000000000e+0,2.472930255823e+0,0.000000000000e+0,8.571653831266e-1,-1.095678786802e-1,4.941813271697e-1,9.458528582720e-1,2.852985659348e-1,3.057402047113e+1,8.609316135746e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-2.989668692504e-3,-1.058065016763e-2,-7.398535654043e-2,6.933866485419e-2
1.860000000000e+0,2.472930255823e+0,0.000000000000e+0,8.552028008111e-1,-1.079937587331e-1,5.057599142815e-1,9.338147559768e-1,2.861465434866e-1,3.057402047113e+1,8.609316135746e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-3.202979598374e-3,-1.074869682065e-2,-7.569188715108e-2,6.784533924786e-2
1.880000000000e+0,2.472930255823e+0,0.000000000000e+0,8.535753806348e-1,-1.070780966115e-1,5.200150282206e-1,9.201354418307e-1,2.862825017482e-1,3.057402047113e+1,8.609316135746e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-3.419545475599e-3,-1.090608037580e-2,-7.733341122164e-2,6.623796959489e-2
1.900000000000e+0,2.472930255823e+0,0.000000000000e+0,8.522722856479e-1,-1.067961195587e-1,5.367934180099e-1,9.049501780011e-1,2.857104937225e-1,3.057402047113e+1,8.609316135746e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-3.639149083235e-3,-1.105240479131e-2,-7.890875362305e-2,6.451887712003e-2
1.920000000000e+0,2.472930255823e+0,0.000000000000e+0,8.512808850043e-1,-1.071194505921e-1,5.559264823753e-1,8.884041989477e-1,2.844381400874e-1,3.057402047113e+1,8.609316135746e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-3.861565373330e-3,-1.118728552929e-2,-8.041679950484e-2,6.269056460267e-2
1.940000000000e+0,2.472930255823e+0,0.000000000000e+0,8.505868766129e-1,-1.080163570606e-1,5.772315199244e-1,8.706516714930e-1,2.824765448528e-1,3.057402047113e+1,8.609316135746e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-4.086561728313e-3,-1.131035028872e-2,-8.185649495339e-2,6.075571265070e-2
1.960000000000e+0,2.472930255823e+0,0.000000000000e+0,8.501744194210e-1,-1.094520187580e-1,6.005130658564e-1,8.518545959826e-1,2.798401933206e-1,3.057402047113e+1,8.609316135746e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-4.313898213145e-3,-1.142123974872e-2,-8.322684759147e-2,5.871717569038e-2
1.980000000000e+0,2.472930255822e+0,0.000000000000e+0,8.500262744044e-1,-1.113888137423e-1,6.255643063550e-1,8.321816557272e-1,2.765468330783e-1,3.057402047113e+1,8.609316135746e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-4.543327842432e-3,-1.151960832040e-2,-8.452692711915e-2,5.657797767764e-2
2.000000000000e+0,2.472930255822e+0,0.000000000000e+0,8.501239532858e-1,-1.137866199050e-1,6.521685613268e-1,8.118070222763e-1,2.726173388386e-1,3.057402047113e+1,8.609316135746e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-4.774596862638e-3,-1.160512490533e-2,-8.575586579644e-2,5.434130753656e-2
2.020000000000e+0,2.472930255822e+0,0.000000000000e+0,8.504478739575e-1,-1.166031302395e-1,6.801008257106e-1,7.909091243782e-1,2.680755620155e-1,3.057402047113e+1,8.609316135745e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-5.007445049517e-3,-1.167747365821e-2,-8.691285886768e-2,5.201051433139e-2
2.040000000000e+0,2.472930255822e+0,0.000000000000e+0,8.509775215452e-1,-1.197941796794e-1,7.091293592116e-1,7.696693887405e-1,2.629481660044e-1,3.057402047113e+1,8.609316135745e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-5.241606020815e-3,-1.173635475114e-2,-8.799716492810e-2,4.958910217869e-2
2.060000000000e+0,2.472930255822e+0,0.000000000000e+0,8.516916140167e-1,-1.233140813081e-1,7.390173139974e-1,7.482709609171e-1,2.572644481991e-1,3.057402047113e+1,8.609316135745e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-5.476807564256e-3,-1.178148513633e-2,-8.900810623277e-2,4.708072490690e-2
2.080000000000e+0,2.472930255822e+0,0.000000000000e+0,8.525682712131e-1,-1.271159696882e-1,7.695243896519e-1,7.268974148000e-1,2.510561498453e-1,3.057402047113e+1,8.609316135745e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-5.712771980729e-3,-1.181259930402e-2,-8.994506894821e-2,4.448918047090e-2
2.100000000000e+0,2.472930255822e+0,0.000000000000e+0,8.535851861621e-1,-1.311521490200e-1,8.004085044968e-1,7.057314592984e-1,2.443572548848e-1,3.057402047113e+1,8.609316135745e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-5.949216442565e-3,-1.182945003204e-2,-9.080750334705e-2,4.181840512963e-2
2.120000000000e+0,2.472930255822e+0,0.000000000000e+0,8.547197975204e-1,-1.353744438125e-1,8.314274722841e-1,6.849536508307e-1,2.372037789992e-1,3.057402047112e+1,8.609316135744e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-6.185853366683e-3,-1.183180912314e-2,-9.159492394607e-2,3.907246739528e-2
2.140000000000e+0,2.472930255822e+0,0.000000000000e+0,8.559494619888e-1,-1.397345497405e-1,8.623406732216e-1,6.647411202481e-1,2.296335501038e-1,3.057402047112e+1,8.609316135744e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-6.422390802331e-3,-1.181946812607e-2,-9.230690958788e-2,3.625556176315e-2
2.160000000000e+0,2.472930255822e+0,0.000000000000e+0,8.572516255467e-1,-1.441843823659e-1,8.929107083233e-1,6.452663227346e-1,2.216859815833e-1,3.057402047112e+1,8.609316135744e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-6.658532833052e-3,-1.179223903643e-2,-9.294310346677e-2,3.337200223135e-2
2.180000000000e+0,2.472930255822e+0,0.000000000000e+0,8.586039923627e-1,-1.486764214214e-1,9.229050261816e-1,6.266958191078e-1,2.134018395911e-1,3.057402047112e+1,8.609316135743e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-6.893979992428e-3,-1.174995497285e-2,-9.350321309896e-2,3.042621562039e-2
2.200000000000e+0,2.472930255822e+0,0.000000000000e+0,8.599846902585e-1,-1.531640483870e-1,9.520975114330e-1,6.091890967573e-1,2.048230057599e-1,3.057402047112e+1,8.609316135743e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-7.128429693063e-3,-1.169247082435e-2,-9.398701023773e-2,2.742273470279e-2
2.220000000000e+0,2.472930255822e+0,0.000000000000e+0,8.613724316255e-1,-1.576018751419e-1,9.802700244338e-1,5.928974382196e-1,1.959922366847e-1,3.057402047112e+1,8.609316135743e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-7.361576668194e-3,-1.161966386451e-2,-9.439433073384e-2,2.436619115339e-2
2.240000000000e+0,2.472930255822e+0,0.000000000000e+0,8.627466687287e-1,-1.619460615361e-1,1.007213881982e+0,5.779628450931e-1,1.869529215540e-1,3.057402047112e+1,8.609316135742e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-7.593113425215e-3,-1.153143432830e-2,-9.472507434160e-2,2.126130833138e-2
2.260000000000e+0,2.472930255822e+0,0.000000000000e+0,8.640877423728e-1,-1.661546198038e-1,1.032731269306e+0,5.645170246450e-1,1.777488393017e-1,3.057402047112e+1,8.609316135742e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-7.822730710332e-3,-1.142770594732e-2,-9.497920447113e-2,1.811289390545e-2
2.280000000000e+0,2.472930255821e+0,0.000000000000e+0,8.653770229498e-1,-1.701877038329e-1,1.056636573992e+0,5.526804460631e-1,1.684239166497e-1,3.057402047112e+1,8.609316135742e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-8.050117983469e-3,-1.130842643958e-2,-9.515674788714e-2,1.492583233387e-2
2.300000000000e+0,2.472930255821e+0,0.000000000000e+0,8.665970429424e-1,-1.740078814095e-1,1.078757633041e+0,5.425614728519e-1,1.590219883954e-1,3.057402047112e+1,8.609316135741e+0,1.589658807822e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-8.274963902489e-3,-1.117356794990e-2,-9.525779435484e-2,1.170507721150e-2
2.320000000000e+0,2.472930255821e+0,0.000000000000e+0,8.677316200168e-1,-1.775803876730e-1,1.098936884824e+0,5.342555773748e-1,1.495865612783e-1,3.057402047112e+1,8.609316135741e+0,1.589658807822e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-8.496956815693e-3,-1.102312743752e-2,-9.528249623340e-2,8.455643496188e-3
2.340000000000e+0,2.472930255821e+0,0.000000000000e+0,8.687659699027e-1,-1.808733581468e-1,1.117032418331e+0,5.278446430052e-1,1.401605827287e-1,3.057402047112e+1,8.609316135741e+0,1.589658807822e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-8.715785261524e-3,-1.085712700761e-2,-9.523106801747e-2,5.182599627170e-3
2.360000000000e+0,2.472930255821e+0,0.000000000000e+0,8.696868083310e-1,-1.838580398476e-1,1.132918912809e+0,5.233963587628e-1,1.307862157656e-1,3.057402047112e+1,8.609316135740e+0,1.589658807822e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-8.931138474309e-3,-1.067561418374e-2,-9.510378582742e-2,1.891059548429e-3
2.380000000000e+0,2.472930255821e+0,0.000000000000e+0,8.704824413711e-1,-1.865089791303e-1,1.146488461612e+0,5.209637107012e-1,1.215046212670e-1,3.057402047112e+1,8.609316135740e+0,1.589658807822e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-9.142706894839e-3,-1.047866211877e-2,-9.490098684879e-2,-1.413825349840e-3
2.400000000000e+0,2.472930255821e+0,0.000000000000e+0,8.711428435956e-1,-1.888041850770e-1,1.157651274863e+0,5.205845736574e-1,1.123557487824e-1,3.057402047112e+1,8.609316135740e+0,1.589658807822e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-9.350182684535e-3,-1.026636974206e-2,-9.462306872161e-2,-4.726874358346e-3
2.420000000000e+0,2.472930255821e+0,0.000000000000e+0,8.716597235776e-1,-1.907252674136e-1,1.166336256353e+0,5.222814063048e-1,1.033781369989e-1,3.057402047112e+1,8.609316135740e+0,1.589658807822e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-9.553260241911e-3,-1.003886184124e-2,-9.427048888027e-2,-8.042885630871e-3
2.440000000000e+0,2.472930255821e+0,0.000000000000e+0,8.720265763166e-1,-1.922575481026e-1,1.172491450948e+0,5.260610517503e-1,9.460872490886e-2,3.057402047112e+1,8.609316135739e+0,1.589658807822e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-9.751636719993e-3,-9.796289077263e-3,-9.384376384468e-2,-1.135664440786e-2
2.460000000000e+0,2.472930255821e+0,0.000000000000e+0,8.722387222775e-1,-1.933901459442e-1,1.176084359632e+0,5.319146452044e-1,8.608267465123e-2,3.057402047112e+1,8.609316135739e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-9.945012543381e-3,-9.538827931946e-3,-9.334346846338e-2,-1.466293126773e-2
2.480000000000e+0,2.472930255821e+0,0.000000000000e+0,8.722933328182e-1,-1.941160337002e-1,1.177102120251e+0,5.398176295258e-1,7.783320692547e-2,3.057402047112e+1,8.609316135739e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.013309192358e-2,-9.266680587757e-3,-9.277023510957e-2,-1.795653039202e-2
2.500000000000e+0,2.472930255820e+0,0.000000000000e+0,8.721894418740e-1,-1.944320674372e-1,1.175551552879e+0,5.497298787142e-1,6.989144979067e-2,3.057402047112e+1,8.609316135739e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.031558337122e-2,-8.980074739890e-3,-9.212475283077e-2,-2.123223783065e-2
2.520000000000e+0,2.472930255820e+0,0.000000000000e+0,8.719279438615e-1,-1.943389879791e-1,1.171459069672e+0,5.615959286893e-1,6.228630157643e-2,3.057402047111e+1,8.609316135738e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.049220020393e-2,-8.679263341372e-3,-9.140776645318e-2,-2.448486975346e-2
2.540000000000e+0,2.472930255820e+0,0.000000000000e+0,8.715115778568e-1,-1.938413945393e-1,1.164870449996e+0,5.753453139677e-1,5.504430853938e-2,3.057402047111e+1,8.609316135738e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.066266104832e-2,-8.364524282285e-3,-9.062007564162e-2,-2.770927067408e-2
2.560000000000e+0,2.472930255820e+0,0.000000000000e+0,8.709448981962e-1,-1.929476907971e-1,1.155850482484e+0,5.908930081332e-1,4.818955780377e-2,3.057402047111e+1,8.609316135738e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.082669033504e-2,-8.036160004713e-3,-8.976253391619e-2,-3.090032163269e-2
2.580000000000e+0,2.472930255820e+0,0.000000000000e+0,8.702342317398e-1,-1.916700038614e-1,1.144482476624e+0,6.081399652919e-1,4.174358602613e-2,3.057402047111e+1,8.609316135738e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.098401878542e-2,-7.694497055419e-3,-8.883604762671e-2,-3.405294832380e-2
2.600000000000e+0,2.472930255820e+0,0.000000000000e+0,8.693876221260e-1,-1.900240767479e-1,1.130867647297e+0,6.269737590223e-1,3.572530412292e-2,3.057402047111e+1,8.609316135738e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.113438388859e-2,-7.339885578723e-3,-8.784157488619e-2,-3.716212915575e-2
2.620000000000e+0,2.472930255820e+0,0.000000000000e+0,8.684147614350e-1,-1.880291351731e-1,1.115124376585e+0,6.472693146747e-1,3.015093829809e-2,3.057402047111e+1,8.609316135738e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.127753036789e-2,-6.972698752398e-3,-8.678012446449e-2,-4.022290322853e-2
2.640000000000e+0,2.472930255820e+0,0.000000000000e+0,8.673269097597e-1,-1.857077296365e-1,1.097387357948e+0,6.688897302448e-1,2.503398750427e-2,3.057402047111e+1,8.609316135738e+0,1.589658807821e+1,3.551890432743e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.141321063545e-2,-6.593332169785e-3,-8.565275464366e-2,-4.323037821689e-2
2.660000000000e+0,2.472930255820e+0,0.000000000000e+0,8.661368032652e-1,-1.830855539267e-1,1.077806628656e+0,6.916871804573e-1,2.038519736802e-2,3.057402047111e+1,8.609316135738e+0,1.589658807821e+1,3.551890432743e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.154118523388e-2,-6.202203171609e-3,-8.446057203616e-2,-4.617973814572e-2
2.680000000000e+0,2.472930255820e+0,0.000000000000e+0,8.648585513940e-1,-1.801912413399e-1,1.056546497122e+0,7.155038981367e-1,1.621255050727e-2,3.057402047111e+1,8.609316135738e+0,1.589658807821e+1,3.551890432743e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.166122326417e-2,-5.799750131279e-3,-8.320473036760e-2,-4.906625104532e-2
2.700000000000e+0,2.472930255820e+0,0.000000000000e+0,8.635075239431e-1,-1.770561400492e-1,1.033784372425e+0,7.401732264325e-1,1.252127306786e-2,3.057402047111e+1,8.609316135738e+0,1.589658807821e+1,3.551890432743e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.177310279882e-2,-5.386431697655e-3,-8.188642922537e-2,-5.188527647390e-2
2.720000000000e+0,2.472930255819e+0,0.000000000000e+0,8.621002288083e-1,-1.737140691917e-1,1.009709503999e+0,7.655207349970e-1,9.313857207180e-3,3.057402047111e+1,8.609316135738e+0,1.589658807821e+1,3.551890432743e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.187661127947e-2,-4.962725999455e-3,-8.050691277491e-2,-5.463227289559e-2
2.740000000000e+0,2.472930255819e+0,0.000000000000e+0,8.606541812487e-1,-1.702010573727e-1,9.845216399918e-1,7.913653927949e-1,6.590099156754e-3,3.057402047111e+1,8.609316135738e+0,1.589658807821e+1,3.551890432743e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.197154589825e-2,-4.529129815587e-3,-7.906746844514e-2,-5.730280490195e-2
2.760000000000e+0,2.472930255819e+0,0.000000000000e+0,8.591877655817e-1,-1.665550653926e-1,9.584296133749e-1,8.175207898526e-1,4.347152402817e-3,3.057402047111e+1,8.609316135738e+0,1.589658807821e+1,3.551890432743e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.205771396221e-2,-4.086157715770e-3,-7.756942558483e-2,-5.989255026585e-2
2.780000000000e+0,2.472930255819e+0,0.000000000000e+0,8.577200902653e-1,-1.628156951059e-1,9.316498652828e-1,8.437963999415e-1,2.579595435554e-3,3.057402047111e+1,8.609316135739e+0,1.589658807821e+1,3.551890432743e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.213493324037e-2,-3.634341175831e-3,-7.601415409168e-2,-6.239730681653e-2
2.800000000000e+0,2.472930255819e+0,0.000000000000e+0,8.562708373671e-1,-1.590238864092e-1,9.044049155043e-1,8.699988759235e-1,1.279513433585e-3,3.057402047111e+1,8.609316135739e+0,1.589658807821e+1,3.551890432743e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.220303229278e-2,-3.174227672042e-3,-7.440306301580e-2,-6.481299912529e-2
2.820000000000e+0,2.472930255819e+0,0.000000000000e+0,8.548601074549e-1,-1.552216044279e-1,8.769217903399e-1,8.959333692805e-1,4.365931717804e-4,3.057402047111e+1,8.609316135739e+0,1.589658807821e+1,3.551890432743e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.226185078136e-2,-2.706379758756e-3,-7.273759913967e-2,-6.713568499162e-2
2.840000000000e+0,2.472930255819e+0,0.000000000000e+0,8.535082609723e-1,-1.514515190332e-1,8.494304183130e-1,9.214048651996e-1,3.823036752077e-5,3.057402047111e+1,8.609316135739e+0,1.589658807821e+1,3.551890432743e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.231123976210e-2,-2.231374133504e-3,-7.101924553621e-2,-6.936156171977e-2
2.860000000000e+0,2.472930255819e+0,0.000000000000e+0,8.522357571828e-1,-1.477566788660e-1,8.221620044017e-1,9.462195244867e-1,6.964861385073e-5,3.057402047111e+1,8.609316135739e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.235106195853e-2,-1.749800693519e-3,-6.924952010704e-2,-7.148697217652e-2
2.880000000000e+0,2.472930255819e+0,0.000000000000e+0,8.510629917827e-1,-1.441801820788e-1,7.953473935805e-1,9.701860235469e-1,5.140289877237e-4,3.057402047111e+1,8.609316135740e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.238119201620e-2,-1.262261587457e-3,-6.742997410288e-2,-7.350841062098e-2
2.900000000000e+0,2.472930255819e+0,0.000000000000e+0,8.500101342869e-1,-1.407648460221e-1,7.692154345031e-1,9.931168836827e-1,1.352649368418e-3,3.057402047111e+1,8.609316135740e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.240151673827e-2,-7.693702658058e-4,-6.556219062787e-2,-7.542252829795e-2
2.920000000000e+0,2.472930255819e+0,0.000000000000e+0,8.490969662968e-1,-1.375528781080e-1,7.439913541404e-1,1.014829781035e+0,2.565032454957e-3,3.057402047111e+1,8.609316135740e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.241193530199e-2,-2.717505331978e-4,-6.364778313000e-2,-7.722613878664e-2
2.940000000000e+0,2.472930255819e+0,0.000000000000e+0,8.483427217466e-1,-1.345855500727e-1,7.198951540937e-1,1.035148828619e+0,4.129101432683e-3,3.057402047111e+1,8.609316135740e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.241235945640e-2,2.299643944664e-4,-6.168839387944e-2,-7.891622309701e-2
2.960000000000e+0,2.472930255819e+0,0.000000000000e+0,8.477659302176e-1,-1.319028778339e-1,6.971400391458e-1,1.053905822082e+0,6.021342207855e-3,3.057402047111e+1,8.609316135741e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.240271370117e-2,7.351328255525e-4,-5.968569243683e-2,-8.048993450646e-2
2.980000000000e+0,2.472930255819e+0,0.000000000000e+0,8.473842643824e-1,-1.295433091045e-1,6.759308883908e-1,1.070941441045e+0,8.216971105528e-3,3.057402047112e+1,8.609316135741e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.238293544682e-2,1.243105518687e-3,-5.764137411345e-2,-8.194460313002e-2
3.000000000000e+0,2.472930255819e+0,0.000000000000e+0,8.472143926209e-1,-1.275434208690e-1,6.564627789951e-1,1.086106398162e+0,1.069010690971e-2,3.057402047112e+1,8.609316135741e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.235297515657e-2,1.753226597413e-3,-5.555715842506e-2,-8.327774021756e-2
3.020000000000e+0,2.472930255819e+0,0.000000000000e+0,8.472718378118e-1,-1.259376287668e-1,6.389195722949e-1,1.099262528362e+0,1.341394611657e-2,3.057402047112e+1,8.609316135741e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.231279646999e-2,2.264834452083e-3,-5.343478754160e-2,-8.448704217210e-2
3.040000000000e+0,2.472930255819e+0,0.000000000000e+0,8.475708432654e-1,-1.247579103514e-1,6.234725715309e-1,1.110283811104e+0,1.636094026998e-2,3.057402047112e+1,8.609316135742e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.226237630879e-2,2.777262627968e-3,-5.127602473424e-2,-8.557039428348e-2
