t,E,Ttrans,Trot,Tgyro,Trel,Vslosh,Vcoup,Hx,Hy,Hz,Hn,Px,Py,Pz,s,sd,th1,th2
2.000000000000e-1,2.472930255828e+0,0.000000000000e+0,8.281084807933e-1,-3.351466297012e-2,7.610030671891e-2,1.202637929618e+0,3.995982016678e-1,3.057402047113e+1,8.609316135746e+0,1.589658807823e+1,3.551890432746e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.216127014303e-4,1.194432879288e-3,1.017251279373e-1,-6.795473083987e-2
2.200000000000e-1,2.472930255828e+0,0.000000000000e+0,8.340784860724e-1,-4.266694178967e-2,1.034818327696e-1,1.183880853235e+0,3.941560255408e-1,3.057402047113e+1,8.609316135746e+0,1.589658807823e+1,3.551890432746e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.465872978498e-4,1.302457214577e-3,1.014256009851e-1,-6.709209038794e-2
2.400000000000e-1,2.472930255828e+0,0.000000000000e+0,8.405220113674e-1,-5.280307148686e-2,1.350671425217e-1,1.162325281779e+0,3.878188916470e-1,3.057402047113e+1,8.609316135746e+0,1.589658807823e+1,3.551890432746e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.736869667237e-4,1.406878233855e-3,1.010408095141e-1,-6.611351272235e-2
2.600000000000e-1,2.472930255828e+0,0.000000000000e+0,8.474139328956e-1,-6.387691773784e-2,1.706724138709e-1,1.138102514124e+0,3.806183126747e-1,3.057402047113e+1,8.609316135746e+0,1.589658807823e+1,3.551890432746e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,2.028359465968e-4,1.507327362712e-3,1.005711412519e-1,-6.502055582847e-2
2.800000000000e-1,2.472930255828e+0,0.000000000000e+0,8.547266761081e-1,-7.583733821070e-2,2.100921064772e-1,1.111358849128e+0,3.725899623248e-1,3.057402047113e+1,8.609316135746e+0,1.589658807823e+1,3.551890432746e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,2.339511631846e-4,1.603442008466e-3,1.000170591779e-1,-6.381496543321e-2
3.000000000000e-1,2.472930255828e+0,0.000000000000e+0,8.624303597331e-1,-8.862846317389e-2,2.531001830990e-1,1.082254687930e+0,3.637734882392e-1,3.057402047113e+1,8.609316135746e+0,1.589658807823e+1,3.551890432746e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,2.669423559738e-4,1.694866257552e-3,9.937910102149e-2,-6.249867228769e-2
3.200000000000e-1,2.472930255828e+0,0.000000000000e+0,8.704929528295e-1,-1.021900025379e-1,2.994514483869e-1,1.050963552374e+0,3.542123047754e-1,3.057402047113e+1,8.609316135746e+0,1.589658807823e+1,3.551890432746e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,3.017122188186e-4,1.781251577688e-3,9.865787868986e-2,-6.107378915609e-2
3.400000000000e-1,2.472930255828e+0,0.000000000000e+0,8.788804439694e-1,-1.164575775898e-1,3.488829972387e-1,1.017671025533e+0,3.439533666766e-1,3.057402047113e+1,8.609316135746e+0,1.589658807823e+1,3.551890432746e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,3.381565546229e-4,1.862257524126e-3,9.785407762627e-2,-5.954260751424e-2
3.600000000000e-1,2.472930255827e+0,0.000000000000e+0,8.875570215999e-1,-1.313630755369e-1,4.011157641675e-1,9.825736208157e-1,3.330469247812e-1,3.057402047113e+1,8.609316135746e+0,1.589658807823e+1,3.551890432746e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,3.761644441810e-4,1.937552449083e-3,9.696845609899e-2,-5.790759396268e-2
3.800000000000e-1,2.472930255827e+0,0.000000000000e+0,8.964852645656e-1,-1.468350248420e-1,4.558561645235e-1,9.458775865654e-1,3.215462650148e-1,3.057402047113e+1,8.609316135746e+0,1.589658807823e+1,3.551890432746e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,4.156184292284e-4,2.006814213135e-3,9.600184442196e-2,-5.617138635884e-2
4.000000000000e-1,2.472930255827e+0,0.000000000000e+0,9.056263417141e-1,-1.627989892086e-1,5.127978178580e-1,9.077976534693e-1,3.095074319945e-1,3.057402047113e+1,8.609316135746e+0,1.589658807822e+1,3.551890432746e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,4.563947097285e-4,2.069730897104e-3,9.495514410794e-2,-5.433678967362e-2
4.200000000000e-1,2.472930255827e+0,0.000000000000e+0,9.149402194515e-1,-1.791779779636e-1,5.716233432104e-1,8.685557324678e-1,2.969889386611e-1,3.057402047113e+1,8.609316135746e+0,1.589658807822e+1,3.551890432746e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,4.983633553880e-4,2.126001512717e-3,9.382932695493e-2,-5.240677157809e-2
4.400000000000e-1,2.472930255827e+0,0.000000000000e+0,9.243858760656e-1,-1.958928704834e-1,6.320062156574e-1,8.283795711551e-1,2.840514634324e-1,3.057402047113e+1,8.609316135746e+0,1.589658807822e+1,3.551890432746e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,5.413885313561e-4,2.175336710020e-3,9.262543406695e-2,-5.038445776647e-2
4.600000000000e-1,2.472930255827e+0,0.000000000000e+0,9.339215215915e-1,-2.128628522232e-1,6.936126730730e-1,7.875013769424e-1,2.707575364433e-1,3.057402047113e+1,8.609316135746e+0,1.589658807822e+1,3.551890432746e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,5.853287380214e-4,2.217459479311e-3,9.134457481002e-2,-4.827312702190e-2
4.800000000000e-1,2.472930255827e+0,0.000000000000e+0,9.435048219592e-1,-2.300058598345e-1,7.561036617298e-1,7.461564154689e-1,2.571712165035e-1,3.057402047113e+1,8.609316135746e+0,1.589658807822e+1,3.551890432746e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,6.300370647719e-4,2.252105845120e-3,8.998792570444e-2,-4.607620603210e-2
5.000000000000e-1,2.472930255827e+0,0.000000000000e+0,9.530931261341e-1,-2.472390327967e-1,8.191368091142e-1,7.045815929155e-1,2.433577604597e-1,3.057402047113e+1,8.609316135746e+0,1.589658807822e+1,3.551890432746e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,6.753614575339e-4,2.279025549550e-3,8.855672925452e-2,-4.379726396239e-2
5.200000000000e-1,2.472930255827e+0,0.000000000000e+0,9.626436949381e-1,-2.644791689426e-1,8.823684121407e-1,6.630140309903e-1,2.293832867003e-1,3.057402047113e+1,8.609316135746e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,7.211449998457e-4,2.297982722099e-3,8.705229271688e-2,-4.144000679393e-2
5.400000000000e-1,2.472930255827e+0,0.000000000000e+0,9.721139302294e-1,-2.816431812299e-1,9.454554288343e-1,6.216896434147e-1,2.153144345782e-1,3.057402047113e+1,8.609316135746e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,7.672262071692e-4,2.308756532942e-3,8.547598680852e-2,-3.900827143559e-2
5.600000000000e-1,2.472930255827e+0,0.000000000000e+0,9.814616031076e-1,-2.986485530933e-1,1.008057461507e+0,5.808417227420e-1,2.012180215634e-1,3.057402047113e+1,8.609316135746e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,8.134393340745e-4,2.311141826516e-3,8.382924435590e-2,-3.650601961827e-2
5.800000000000e-1,2.472930255827e+0,0.000000000000e+0,9.906450798185e-1,-3.154137897163e-1,1.069838719480e+0,5.406995462915e-1,1.871606999527e-1,3.057402047113e+1,8.609316135745e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,8.596146938726e-4,2.304949732150e-3,8.211355888648e-2,-3.393733158085e-2
6.000000000000e-1,2.472930255826e+0,0.000000000000e+0,9.996235440397e-1,-3.318588625793e-1,1.130469949516e+0,5.014870098687e-1,1.732086149813e-1,3.057402047113e+1,8.609316135745e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,9.055789902034e-4,2.290008248447e-3,8.033048316394e-2,-3.130639955740e-2
6.200000000000e-1,2.472930255826e+0,0.000000000000e+0,1.008357214247e+0,-3.479056446721e-1,1.189630322289e+0,4.634212977834e-1,1.594270661795e-1,3.057402047113e+1,8.609316135745e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,9.511556600213e-4,2.266162798087e-3,7.848162766862e-2,-2.861752107584e-2
6.400000000000e-1,2.472930255826e+0,0.000000000000e+0,1.016807554890e+0,-3.634783338145e-1,1.247009263492e+0,4.267115974502e-1,1.458801738083e-1,3.057402047113e+1,8.609316135745e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,9.961652273537e-4,2.233276749753e-3,7.656865902456e-2,-2.587509207840e-2
6.600000000000e-1,2.472930255826e+0,0.000000000000e+0,1.024937480140e+0,-3.785038615904e-1,1.302308218497e+0,3.915578665894e-1,1.326305521901e-1,3.057402047113e+1,8.609316135745e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.040425667142e-3,2.191231903941e-3,7.459329837480e-2,-2.308359987473e-2
6.800000000000e-1,2.472930255826e+0,0.000000000000e+0,1.032711549011e+0,-3.929122854880e-1,1.355242339877e+0,3.581496607106e-1,1.197389917159e-1,3.057402047112e+1,8.609316135745e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.083752778410e-3,2.139928939520e-3,7.255731970641e-2,-2.024761593899e-2
7.000000000000e-1,2.472930255826e+0,0.000000000000e+0,1.040096150711e+0,-4.066371619344e-1,1.405542087590e+0,3.266650281868e-1,1.072641512727e-1,3.057402047112e+1,8.609316135745e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.125960565952e-3,2.079287818040e-3,7.046254812695e-2,-1.737178856241e-2
7.200000000000e-1,2.472930255826e+0,0.000000000000e+0,1.047059679147e+0,-4.196158980293e-1,1.452954732135e+0,2.972694797959e-1,9.526226277753e-2,3.057402047112e+1,8.609316135744e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.166861629648e-3,2.009248143000e-3,6.831085809407e-2,-1.446083537318e-2
7.400000000000e-1,2.472930255826e+0,0.000000000000e+0,1.053572695541e+0,-4.317900799085e-1,1.497245751620e+0,2.701150391299e-1,8.378684944301e-2,3.057402047112e+1,8.609316135744e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.206267560510e-3,1.929769471461e-3,6.610417159985e-2,-1.151953573611e-2
7.600000000000e-1,2.472930255826e+0,0.000000000000e+0,1.059608078234e+0,-4.431057758134e-1,1.538200114325e+0,2.453393797559e-1,7.288845932400e-2,3.057402047112e+1,8.609316135744e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.243989342446e-3,1.840831575680e-3,6.384445631195e-2,-8.552723044226e-3
7.800000000000e-1,2.472930255826e+0,0.000000000000e+0,1.065141158787e+0,-4.535138120971e-1,1.575623439077e+0,2.230650544497e-1,6.261441560966e-2,3.057402047112e+1,8.609316135744e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.279837758756e-3,1.742434652727e-3,6.153372367312e-2,-5.565276915366e-3
8.000000000000e-1,2.472930255826e+0,0.000000000000e+0,1.070149843609e+0,-4.629700205633e-1,1.609343026521e+0,2.033988212292e-1,5.300858503044e-2,3.057402047112e+1,8.609316135744e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.313623802270e-3,1.634599480336e-3,5.917402696120e-2,-2.562115306624e-3
8.200000000000e-1,2.472930255826e+0,0.000000000000e+0,1.074614720409e+0,-4.714354557187e-1,1.639208755205e+0,1.864310702851e-1,4.411116564529e-2,3.057402047112e+1,8.609316135743e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.345159088068e-3,1.517367517610e-3,5.676745931136e-2,4.518134401637e-4
8.400000000000e-1,2.472930255826e+0,0.000000000000e+0,1.078519148877e+0,-4.788765807020e-1,1.665093837239e+0,1.722353552507e-1,3.595849516145e-2,3.057402047112e+1,8.609316135743e+0,1.589658807822e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.374256267642e-3,1.390800949565e-3,5.431615170284e-2,3.471538608471e-3
8.600000000000e-1,2.472930255826e+0,0.000000000000e+0,1.081849335087e+0,-4.852654208547e-1,1.686895429206e+0,1.608680315695e-1,2.858288081783e-2,3.057402047112e+1,8.609316135743e+0,1.589658807822e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.400729443391e-3,1.254982674846e-3,5.182227091196e-2,6.492075159203e-3
8.800000000000e-1,2.472930255826e+0,0.000000000000e+0,1.084594389237e+0,-4.905796841008e-1,1.704535094930e+0,1.523680040243e-1,2.201245173520e-2,3.057402047112e+1,8.609316135743e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.424394582292e-3,1.110016236386e-3,4.928801743373e-2,9.508431811246e-3
9.000000000000e-1,2.472930255825e+0,0.000000000000e+0,1.086746366413e+0,-4.948028475153e-1,1.717959117651e+0,1.467565847753e-1,1.627103450142e-2,3.057402047112e+1,8.609316135742e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.445069927616e-3,9.560256951354e-4,4.671562337410e-2,1.251561913678e-2
9.200000000000e-1,2.472930255825e+0,0.000000000000e+0,1.088300290216e+0,-4.979242096728e-1,1.727138660127e+0,1.440374625342e-1,1.137805262038e-2,3.057402047112e+1,8.609316135742e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.462576407561e-3,7.931554474156e-4,4.410735031512e-2,1.550865765758e-2
9.400000000000e-1,2.472930255825e+0,0.000000000000e+0,1.089254159153e+0,-4.999389085882e-1,1.732069772174e+0,1.441967827775e-1,7.348450308759e-3,3.057402047112e+1,8.609316135742e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.476738039666e-3,6.215699868442e-4,4.146548715515e-2,1.848258592864e-2
9.600000000000e-1,2.472930255825e+0,0.000000000000e+0,1.089608935840e+0,-5.008479052788e-1,1.732773246110e+0,1.472033381764e-1,4.192640977485e-3,3.057402047112e+1,8.609316135742e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.487382329924e-3,4.414536121533e-4,3.879234792661e-2,2.143246859531e-2
9.800000000000e-1,2.472930255825e+0,0.000000000000e+0,1.089368519153e+0,-5.006579331947e-1,1.729294321575e+0,1.530088677074e-1,1.916480584758e-3,3.057402047112e+1,8.609316135742e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.494340665525e-3,2.530100826096e-4,3.609026959337e-2,2.435340441039e-2
1.000000000000e+0,2.472930255825e+0,0.000000000000e+0,1.088539699568e+0,-4.993814139806e-1,1.721702242141e+0,1.615484621999e-1,5.212658969897e-4,3.057402047112e+1,8.609316135741e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.497448700199e-3,5.646222309650e-5,3.336160983040e-2,2.724053419754e-2
1.020000000000e+0,2.472930255825e+0,0.000000000000e+0,1.087132098057e+0,-4.970363402474e-1,1.710089667079e+0,1.727410733925e-1,3.757543205901e-6,3.057402047112e+1,8.609316135741e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.496546731179e-3,-1.479485187558e-4,3.060874478792e-2,3.008904874767e-2
1.040000000000e+0,2.472930255825e+0,0.000000000000e+0,1.085158088990e+0,-4.936461262345e-1,1.694571942568e+0,1.864901229022e-1,3.562275991778e-4,3.057402047112e+1,8.609316135741e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.491480066845e-3,-3.599625606971e-4,2.783406684261e-2,3.289419663490e-2
1.060000000000e+0,2.472930255825e+0,0.000000000000e+0,1.082632707592e+0,-4.892394274501e-1,1.675286237521e+0,2.026842068715e-1,1.566531290401e-3,3.057402047112e+1,8.609316135741e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.482099384184e-3,-5.793027162801e-4,2.503998233829e-2,3.565129193922e-2
1.080000000000e+0,2.472930255825e+0,0.000000000000e+0,1.079573542621e+0,-4.838499305648e-1,1.652390550057e+0,2.211978914517e-1,3.618202259623e-3,3.057402047112e+1,8.609316135741e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.468261075237e-3,-8.056747643804e-4,2.222890931872e-2,3.835572186272e-2
1.100000000000e+0,2.472930255825e+0,0.000000000000e+0,1.076000615000e+0,-4.775161150203e-1,1.626062591436e+0,2.418925937035e-1,6.490570705493e-3,3.057402047112e+1,8.609316135741e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.449827581798e-3,-1.038768054421e-3,1.940327525489e-2,4.100295422703e-2
1.120000000000e+0,2.472930255825e+0,0.000000000000e+0,1.071936243228e+0,-4.702809879872e-1,1.596498555055e+0,2.646175419638e-1,1.015890356554e-2,3.057402047112e+1,8.609316135740e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.426667717683e-3,-1.278256143751e-3,1.656551476949e-2,4.358854483945e-2
1.140000000000e+0,2.472930255825e+0,0.000000000000e+0,1.067404896476e+0,-4.621917944649e-1,1.563911778789e+0,2.892108092343e-1,1.459456578976e-2,3.057402047112e+1,8.609316135740e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.398656977951e-3,-1.523797463521e-3,1.371806736108e-2,4.610814471582e-2
1.160000000000e+0,2.472930255824e+0,0.000000000000e+0,1.062433036363e+0,-4.532997044679e-1,1.528531309602e+0,3.155004126958e-1,1.976520163150e-2,3.057402047112e+1,8.609316135740e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.365677834566e-3,-1.775036009319e-3,1.086337513063e-2,4.855750714840e-2
1.180000000000e+0,2.472930255824e+0,0.000000000000e+0,1.057048948423e+0,-4.436594793733e-1,1.490600379945e+0,3.433054720583e-1,2.563493477105e-2,3.057402047112e+1,8.609316135740e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.327620018020e-3,-2.031602052825e-3,8.003880512839e-3,5.093249460736e-2
1.200000000000e+0,2.472930255824e+0,0.000000000000e+0,1.051282564395e+0,-4.333291196267e-1,1.450374805972e+0,3.724374190988e-1,3.216458598493e-2,3.057402047112e+1,8.609316135740e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.284380784550e-3,-2.293112870743e-3,5.142024015074e-3,5.322908546481e-2
1.220000000000e+0,2.472930255824e+0,0.000000000000e+0,1.045165276481e+0,-4.223694961067e-1,1.408121318021e+0,4.027012504478e-1,3.931190698093e-2,3.057402047112e+1,8.609316135740e+0,1.589658807821e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.235865168627e-3,-2.559173487357e-3,2.280241966321e-3,5.544338053094e-2
1.240000000000e+0,2.472930255824e+0,0.000000000000e+0,1.038729744751e+0,-4.108439675351e-1,1.364115834238e+0,4.338968154344e-1,4.703182893630e-2,3.057402047112e+1,8.609316135740e+0,1.589658807822e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.181986220498e-3,-2.829377427139e-3,-5.790357211939e-4,5.757160939178e-2
1.260000000000e+0,2.472930255824e+0,0.000000000000e+0,1.032009698949e+0,-3.988179863952e-1,1.318641688453e+0,4.658201306132e-1,5.527672420389e-2,3.057402047112e+1,8.609316135740e+0,1.589658807822e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.122665228595e-3,-3.103307474018e-3,-3.433387775163e-3,5.961013653886e-2
1.280000000000e+0,2.472930255824e+0,0.000000000000e+0,1.025039735942e+0,-3.863586958709e-1,1.271987823705e+0,4.982647124584e-1,6.399667958995e-2,3.057402047112e+1,8.609316135740e+0,1.589658807822e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,1.057831926721e-3,-3.380536434079e-3,-6.280403768620e-3,6.155546728142e-2
1.300000000000e+0,2.472930255824e+0,0.000000000000e+0,1.017855114080e+0,-3.735345203626e-1,1.224446962919e+0,5.310229196313e-1,7.313977955647e-2,3.057402047112e+1,8.609316135740e+0,1.589658807822e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,9.874246859765e-4,-3.660627898695e-3,-9.117686305123e-3,6.340425343209e-2
1.320000000000e+0,2.472930255824e+0,0.000000000000e+0,1.010491545771e+0,-3.604147521545e-1,1.176313768343e+0,5.638872962020e-1,8.265239766184e-2,3.057402047112e+1,8.609316135740e+0,1.589658807822e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,9.113906914370e-4,-3.943137005355e-3,-1.194285318123e-2,6.515329875745e-2
1.340000000000e+0,2.472930255824e+0,0.000000000000e+0,1.002984989531e+0,-3.470691368125e-1,1.127883001344e+0,5.966519072356e-1,9.247949452560e-2,3.057402047112e+1,8.609316135741e+0,1.589658807822e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,8.296861036624e-4,-4.227611193710e-3,-1.475353952388e-2,6.679956418552e-2
1.360000000000e+0,2.472930255824e+0,0.000000000000e+0,9.953714428041e-1,-3.335674598822e-1,1.079447694078e+0,6.291136582381e-1,1.025649205858e-1,3.057402047112e+1,8.609316135741e+0,1.589658807822e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,7.422762051480e-4,-4.513590954700e-3,-1.754739990023e-2,6.834017276232e-2
1.380000000000e+0,2.472930255824e+0,0.000000000000e+0,9.876867368049e-1,-3.199791374263e-1,1.031297344442e+0,6.610735900911e-1,1.128517219118e-1,3.057402047112e+1,8.609316135741e+0,1.589658807822e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,6.491355318798e-4,-4.800610570912e-3,-2.032211039779e-2,6.977241435044e-2
1.400000000000e+0,2.472930255824e+0,0.000000000000e+0,9.799663346291e-1,-3.063728128985e-1,9.837161454570e-1,6.923381412965e-1,1.232824473397e-1,3.057402047112e+1,8.609316135741e+0,1.589658807822e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,5.502479901820e-4,-5.088198846681e-3,-2.307537067249e-2,7.109375006271e-2
1.420000000000e+0,2.472930255824e+0,0.000000000000e+0,9.722451338362e-1,-2.928159627898e-1,9.369812599795e-1,7.227203695848e-1,1.337994552132e-1,3.057402047112e+1,8.609316135741e+0,1.589658807822e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,4.456069590759e-4,-5.375879826778e-3,-2.580490596247e-2,7.230181642471e-2
1.440000000000e+0,2.472930255824e+0,0.000000000000e+0,9.645572746777e-1,-2.793745134121e-1,8.913611512900e-1,7.520411252308e-1,1.443452180374e-1,3.057402047112e+1,8.609316135741e+0,1.589658807822e+1,3.551890432744e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,3.352153783849e-4,-5.663173502887e-3,-2.850846906566e-2,7.339442926025e-2
1.460000000000e+0,2.472930255824e+0,0.000000000000e+0,9.569359550987e-1,-2.661124710928e-1,8.471139796813e-1,7.801301687486e-1,1.548626233879e-1,3.057402047112e+1,8.609316135742e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,2.190858228374e-4,-5.949596507423e-3,-3.118384227897e-2,7.436958729425e-2
1.480000000000e+0,2.472930255824e+0,0.000000000000e+0,9.494132535868e-1,-2.530915679553e-1,8.044860747187e-1,8.068272260121e-1,1.652952694614e-1,3.057402047112e+1,8.609316135742e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,9.724056241996e-5,-6.234662794568e-3,-3.382883929723e-2,7.522547546818e-2
1.500000000000e+0,2.472930255824e+0,0.000000000000e+0,9.420199608881e-1,-2.403709253458e-1,7.637104923131e-1,8.319829742620e-1,1.755877537064e-1,3.057402047112e+1,8.609316135742e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-3.028839076273e-5,-6.517884308749e-3,-3.644130706999e-2,7.596046796336e-2
1.520000000000e+0,2.472930255824e+0,0.000000000000e+0,9.347854215449e-1,-2.280067368414e-1,7.250056651723e-1,8.554599529144e-1,1.856859530335e-1,3.057402047112e+1,8.609316135742e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-1.634592488772e-4,-6.798771641089e-3,-3.901912761445e-2,7.657313092800e-2
1.540000000000e+0,2.472930255824e+0,0.000000000000e+0,9.277373861442e-1,-2.160519726381e-1,6.885741545766e-1,8.771333935701e-1,1.955372941708e-1,3.057402047112e+1,8.609316135743e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-3.022204277650e-4,-7.076834674642e-3,-4.156021978285e-2,7.706222490430e-2
1.560000000000e+0,2.472930255824e+0,0.000000000000e+0,9.209018750901e-1,-2.045561069735e-1,6.546015107538e-1,8.968919641465e-1,2.050910128067e-1,3.057402047112e+1,8.609316135743e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-4.465105391488e-4,-7.351583219516e-3,-4.406254098274e-2,7.742670695223e-2
1.580000000000e+0,2.472930255824e+0,0.000000000000e+0,9.143030546393e-1,-1.935648700821e-1,6.232552484269e-1,9.146384225989e-1,2.142984002406e-1,3.057402047112e+1,8.609316135743e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-5.962583954495e-4,-7.622527639181e-3,-4.652408884873e-2,7.766573246718e-2
1.600000000000e+0,2.472930255824e+0,0.000000000000e+0,9.079631258540e-1,-1.831200260202e-1,5.946839433637e-1,9.302901762754e-1,2.231130363506e-1,3.057402047112e+1,8.609316135743e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-7.513830270550e-4,-7.889179469510e-3,-4.894290286421e-2,7.777865668896e-2
1.620000000000e+0,2.472930255823e+0,0.000000000000e+0,9.019022270480e-1,-1.732591775293e-1,5.690164549860e-1,9.437797435432e-1,2.314910077756e-1,3.057402047112e+1,8.609316135744e+0,1.589658807822e+1,3.551890432745e+1,0.000000000000e+0,0.000000000000e+0,0.000000000000e+0,-9.117937119106e-4,-8.151052032231e-3,-5.131706593196e-2,7.776503590013e-2
