time,r_x,r_y,r_z,v_x,v_y,v_z,q_w,q_x,q_y,q_z,omega_x,omega_y,omega_z,q_est_w,q_est_x,q_est_y,q_est_z,omega_est_x,omega_est_y,omega_est_z,gyro_bias_est_x,gyro_bias_est_y,gyro_bias_est_z,slider_s,slider_v,slider_s_est,slider_v_est,theta_1,theta_1_dot,theta_2,theta_2_dot,theta_1_est,theta_2_est,slosh_energy,fuel_true,fuel_est,c1_est,c2_est,k12_est,etaT_est,attitude_error_deg,thruster_0_cmd,thruster_1_cmd,thruster_2_cmd,thruster_3_cmd,thruster_4_cmd,thruster_5_cmd,thruster_0_actual,thruster_1_actual,thruster_2_actual,thruster_3_actual,thruster_4_actual,thruster_5_actual,fault_confidence_0,fault_confidence_1,fault_confidence_2,fault_confidence_3,fault_confidence_4,fault_confidence_5,detected_failed_thruster,quaternion_norm_error,total_angular_momentum_error
3.27550000e+1,-2.06333838e+0,3.38616673e+0,4.56484176e+0,-8.20091708e-2,9.60111646e-2,1.60423337e-1,-5.83733926e-1,3.12835409e-1,-3.68635868e-1,6.52300780e-1,2.97392667e-2,-3.78211304e-2,6.36179491e-2,-5.81760074e-1,3.13479422e-1,-3.68910273e-1,6.53598560e-1,3.01113177e-2,-3.75855606e-2,6.43614584e-2,1.09891116e-3,-7.19865968e-4,9.56439458e-4,-1.30670249e-3,-1.22370903e-3,-3.25897611e-3,-5.55675434e-3,-5.05303676e-3,3.97369128e-4,-1.67565320e-2,8.94173218e-3,-7.94101887e-3,-1.73073982e-2,4.36523262e-2,4.04964605e+0,3.93241015e+0,1.30543134e-1,1.07214486e-1,3.03501572e-1,9.31862917e-1,1.08572804e+2,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,1.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,6.38840135e-2,0.00000000e+0,6.38840135e-2,-1.00000000e+0,0.00000000e+0,3.03202343e+1
3.28050000e+1,-2.06744426e+0,3.39096595e+0,4.57285922e+0,-8.21070950e-2,9.60808103e-2,1.60338850e-1,-5.85349927e-1,3.12433088e-1,-3.68095392e-1,6.51349991e-1,2.96852619e-2,-3.79691871e-2,6.35363108e-2,-5.81760074e-1,3.13479422e-1,-3.68910273e-1,6.53598560e-1,3.01113177e-2,-3.75855606e-2,6.43614584e-2,1.09891116e-3,-7.19865968e-4,9.56439458e-4,-1.35337195e-3,-5.23237215e-4,-3.25897611e-3,-5.55675434e-3,-5.03763782e-3,4.01153561e-4,-1.62502090e-2,1.14825405e-2,-7.94101887e-3,-1.73073982e-2,4.35691557e-2,4.04917476e+0,3.93241015e+0,1.30543134e-1,1.07214486e-1,3.03501572e-1,9.31862917e-1,1.08344571e+2,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,6.38840135e-2,0.00000000e+0,6.38840135e-2,-1.00000000e+0,0.00000000e+0,3.08386518e+1
3.28550000e+1,-2.07155517e+0,3.39576790e+0,4.58087244e+0,-8.24993624e-2,9.58085781e-2,1.60091811e-1,-5.86963182e-1,3.12033381e-1,-3.67551595e-1,6.50396200e-1,2.95619647e-2,-3.78703405e-2,6.32418377e-2,-5.84886249e-1,3.12625273e-1,-3.67909203e-1,6.51779359e-1,3.02505618e-2,-3.77433407e-2,6.34801039e-2,1.11376538e-3,-7.78153492e-4,9.67220272e-4,-1.37647680e-3,-5.80708588e-4,-1.37219784e-3,-2.62226094e-3,-5.02185891e-3,-3.99050767e-5,-1.56196664e-2,1.34352414e-2,-7.32620178e-3,-1.79023810e-2,4.28640490e-2,4.04776090e+0,4.13019451e+0,1.30543034e-1,1.07216971e-1,3.03501588e-1,9.30715910e-1,1.08116397e+2,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,1.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,5.87732924e-2,0.00000000e+0,5.87732924e-2,-1.00000000e+0,0.00000000e+0,3.25578602e+1
3.29050000e+1,-2.07568568e+0,3.40055605e+0,4.58887330e+0,-8.26032118e-2,9.58405009e-2,1.60007366e-1,-5.88567426e-1,3.11635233e-1,-3.67007582e-1,6.49443839e-1,2.95112081e-2,-3.79959379e-2,6.31627893e-2,-5.84886249e-1,3.12625273e-1,-3.67909203e-1,6.51779359e-1,3.02505618e-2,-3.77433407e-2,6.34801039e-2,1.11376538e-3,-7.78153492e-4,9.67220272e-4,-1.40245530e-3,-3.38598397e-4,-1.37219784e-3,-2.62226094e-3,-5.02776272e-3,-1.27371593e-5,-1.48946912e-2,1.57287582e-2,-7.32620178e-3,-1.79023810e-2,4.26891374e-2,4.04728961e+0,4.13019451e+0,1.30543034e-1,1.07216971e-1,3.03501588e-1,9.30715910e-1,1.07889172e+2,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,5.87732924e-2,0.00000000e+0,5.87732924e-2,-1.00000000e+0,0.00000000e+0,3.31922738e+1
3.29550000e+1,-2.07981401e+0,3.40536074e+0,4.59687385e+0,-8.25056215e-2,9.65524870e-2,1.60020111e-1,-5.90173486e-1,3.11239375e-1,-3.66459413e-1,6.48485009e-1,2.94968637e-2,-3.83571412e-2,6.35127643e-2,-5.88187492e-1,3.11783852e-1,-3.66720257e-1,6.49878879e-1,2.96248608e-2,-3.80086121e-2,6.24160201e-2,1.06935249e-3,-7.72795220e-4,9.64274955e-4,-1.39546660e-3,7.97897397e-4,-2.13515529e-3,-4.71883434e-3,-5.01160089e-3,9.32505965e-4,-1.40408421e-2,1.85932707e-2,-3.54824460e-3,-1.93466078e-2,4.35639356e-2,4.04658268e+0,4.02259663e+0,1.30542903e-1,1.07220240e-1,3.03501675e-1,9.33058638e-1,1.07661359e+2,0.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,5.40714290e-2,0.00000000e+0,5.40714290e-2,-1.00000000e+0,0.00000000e+0,3.09818533e+1
3.30050000e+1,-2.08393611e+0,3.41021458e+0,4.60487549e+0,-8.23753458e-2,9.75990202e-2,1.60044994e-1,-5.91789414e-1,3.10844569e-1,-3.65907820e-1,6.47512479e-1,2.94834225e-2,-3.87895273e-2,6.40770169e-2,-5.88187492e-1,3.11783852e-1,-3.66720257e-1,6.49878879e-1,2.96248608e-2,-3.80086121e-2,6.24160201e-2,1.06935249e-3,-7.72795220e-4,9.64274955e-4,-1.31966962e-3,2.23398436e-3,-2.13515529e-3,-4.71883434e-3,-4.92993449e-3,2.33421083e-3,-1.30351615e-2,2.16010906e-2,-3.54824460e-3,-1.93466078e-2,4.52209395e-2,4.04540445e+0,4.02259663e+0,1.30542903e-1,1.07220240e-1,3.03501675e-1,9.33058638e-1,1.07431813e+2,0.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,5.40714290e-2,0.00000000e+0,5.40714290e-2,-1.00000000e+0,0.00000000e+0,2.73063425e+1
3.30550000e+1,-2.08805186e+0,3.41512041e+0,4.61287844e+0,-8.22516135e-2,9.86315261e-2,1.60072536e-1,-5.93415851e-1,3.10450385e-1,-3.65353078e-1,6.46525572e-1,2.94710689e-2,-3.92032042e-2,6.46411237e-2,-5.91376565e-1,3.11057091e-1,-3.65656835e-1,6.47929258e-1,2.94540795e-2,-3.87913694e-2,6.40500892e-2,1.07837073e-3,-7.36956162e-4,9.22708200e-4,-1.17292572e-3,3.63577735e-3,-2.11696061e-3,-4.44292345e-3,-4.77820577e-3,3.73435276e-3,-1.18842237e-2,2.43995402e-2,-6.59481677e-3,-1.85578196e-2,4.71726193e-2,4.04422623e+0,4.04574789e+0,1.30542903e-1,1.07220240e-1,3.03501675e-1,9.35213947e-1,1.07200432e+2,0.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,4.97457147e-2,0.00000000e+0,4.97457147e-2,-1.00000000e+0,0.00000000e+0,2.36534800e+1
3.31050000e+1,-2.09216159e+0,3.42007752e+0,4.62088283e+0,-8.21342696e-2,9.96501254e-2,1.60102675e-1,-5.95052552e-1,3.10056470e-1,-3.64795415e-1,6.45524401e-1,2.94596873e-2,-3.95960937e-2,6.52046471e-2,-5.91376565e-1,3.11057091e-1,-3.65656835e-1,6.47929258e-1,2.94540795e-2,-3.87913694e-2,6.40500892e-2,1.07837073e-3,-7.36956162e-4,9.22708200e-4,-9.56091104e-4,5.03761709e-3,-2.11696061e-3,-4.44292345e-3,-4.55659110e-3,5.12897640e-3,-1.05990829e-2,2.69655406e-2,-6.59481677e-3,-1.85578196e-2,4.93822334e-2,4.04304801e+0,4.04574789e+0,1.30542903e-1,1.07220240e-1,3.03501675e-1,9.35213947e-1,1.06967243e+2,0.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,4.97457147e-2,0.00000000e+0,4.97457147e-2,-1.00000000e+0,0.00000000e+0,2.00356975e+1
3.31550000e+1,-2.09627286e+0,3.42506939e+0,4.62888472e+0,-8.25003786e-2,9.96248031e-2,1.59863619e-1,-5.96694573e-1,3.09662325e-1,-3.64236288e-1,6.44512807e-1,2.93429079e-2,-3.94802188e-2,6.51257764e-2,-5.94752133e-1,3.10264732e-1,-3.64556946e-1,6.45835838e-1,2.91574816e-2,-3.95346812e-2,6.46822107e-2,1.10057328e-3,-7.48513954e-4,9.07436009e-4,-7.00563162e-4,4.82400827e-3,-1.53946358e-3,1.22928660e-3,-4.28584838e-3,5.15640636e-3,-9.20989282e-3,2.80791841e-2,-6.55336013e-3,-1.79181797e-2,4.81641139e-2,4.04116285e+0,4.04843769e+0,1.30542903e-1,1.07220240e-1,3.03501675e-1,9.37196831e-1,1.06732942e+2,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,1.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,4.57660575e-2,0.00000000e+0,4.57660575e-2,-1.00000000e+0,0.00000000e+0,2.05644505e+1
3.32050000e+1,-2.10040374e+0,3.43004578e+0,4.63687415e+0,-8.26199854e-2,9.95543283e-2,1.59780493e-1,-5.98327382e-1,3.09267716e-1,-3.63678525e-1,6.43502723e-1,2.92982001e-2,-3.94902837e-2,6.50471403e-2,-5.94752133e-1,3.10264732e-1,-3.64556946e-1,6.45835838e-1,2.91574816e-2,-3.95346812e-2,6.46822107e-2,1.10057328e-3,-7.48513954e-4,9.07436009e-4,-4.67697312e-4,4.61047208e-3,-1.53946358e-3,1.22928660e-3,-4.03180871e-3,5.18677354e-3,-7.78443681e-3,2.90853458e-2,-6.55336013e-3,-1.79181797e-2,4.72586257e-2,4.04069157e+0,4.04843769e+0,1.30542903e-1,1.07220240e-1,3.03501675e-1,9.37196831e-1,1.06499602e+2,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,4.57660575e-2,0.00000000e+0,4.57660575e-2,-1.00000000e+0,0.00000000e+0,2.12993830e+1
3.32550000e+1,-2.10454077e+0,3.43501678e+0,4.64485934e+0,-8.30249198e-2,9.90924780e-2,1.59524157e-1,-5.99956084e-1,3.08873173e-1,-3.63119388e-1,6.42490755e-1,2.91829831e-2,-3.92399296e-2,6.47548064e-2,-5.98046303e-1,3.09397851e-1,-3.63416224e-1,6.43849546e-1,2.95947845e-2,-3.93842070e-2,6.48492233e-2,1.06431424e-3,-7.68200039e-4,8.95528892e-4,-2.73333998e-4,2.98431709e-3,-9.25906914e-4,1.01673566e-2,-3.77622294e-3,4.76544198e-3,-6.31525672e-3,2.93531618e-2,-7.96521078e-3,-1.59753794e-2,4.48258156e-2,4.03927770e+0,4.07047042e+0,1.30542903e-1,1.07220240e-1,3.03501675e-1,9.27821084e-1,1.06266495e+2,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,1.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,4.21047729e-2,0.00000000e+0,4.21047729e-2,-1.00000000e+0,0.00000000e+0,2.36865481e+1
3.33050000e+1,-2.10869801e+0,3.43996428e+0,4.65283168e+0,-8.31508684e-2,9.89318874e-2,1.59436847e-1,-6.01574354e-1,3.08477519e-1,-3.62562277e-1,6.41481498e-1,2.91393565e-2,-3.92023765e-2,6.46770408e-2,-5.98046303e-1,3.09397851e-1,-3.63416224e-1,6.43849546e-1,2.95947845e-2,-3.93842070e-2,6.48492233e-2,1.06431424e-3,-7.68200039e-4,8.95528892e-4,-1.60277222e-4,1.65779470e-3,-9.25906914e-4,1.01673566e-2,-3.54153489e-3,4.80410720e-3,-4.83925060e-3,2.98325286e-2,-7.96521078e-3,-1.59753794e-2,4.37618463e-2,4.03880641e+0,4.07047042e+0,1.30542903e-1,1.07220240e-1,3.03501675e-1,9.27821084e-1,1.06034528e+2,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,4.21047729e-2,0.00000000e+0,4.21047729e-2,-1.00000000e+0,0.00000000e+0,2.45327879e+1
3.33550000e+1,-2.11286154e+0,3.44490369e+0,4.66079963e+0,-8.35523380e-2,9.84502428e-2,1.59176708e-1,-6.03188128e-1,3.08081162e-1,-3.62004528e-1,6.40470766e-1,2.90248179e-2,-3.89039331e-2,6.43857945e-2,-6.01262010e-1,3.08589566e-1,-3.62271876e-1,6.41884384e-1,2.93539331e-2,-3.90076063e-2,6.45411942e-2,1.02964197e-3,-7.50790432e-4,8.80536195e-4,-1.06935691e-4,2.96115913e-4,3.65837718e-4,7.38792940e-3,-3.30482679e-3,4.39332011e-3,-3.34599278e-3,2.95682749e-2,-1.16915256e-2,-1.29635905e-2,4.11922147e-2,4.03739254e+0,4.07938161e+0,1.30542804e-1,1.07222720e-1,3.03501668e-1,9.19195398e-1,1.05802853e+2,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,1.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,3.87363911e-2,0.00000000e+0,3.87363911e-2,-1.00000000e+0,0.00000000e+0,2.71980269e+1
3.34050000e+1,-2.11704511e+0,3.44981861e+0,4.66875452e+0,-8.36773873e-2,9.82713965e-2,1.59087345e-1,-6.04791099e-1,3.07682938e-1,-3.61449576e-1,6.39463166e-1,2.89815776e-2,-3.88183924e-2,6.43093314e-2,-6.01262010e-1,3.08589566e-1,-3.62271876e-1,6.41884384e-1,2.93539331e-2,-3.90076063e-2,6.45411942e-2,1.02964197e-3,-7.50790432e-4,8.80536195e-4,-1.21677889e-4,-7.65968934e-4,3.65837718e-4,7.38792940e-3,-3.08844339e-3,4.44429836e-3,-1.87252356e-3,2.95167171e-2,-1.16915256e-2,-1.29635905e-2,4.00123193e-2,4.03692125e+0,4.07938161e+0,1.30542804e-1,1.07222720e-1,3.03501668e-1,9.19195398e-1,1.05572378e+2,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,3.87363911e-2,0.00000000e+0,3.87363911e-2,-1.00000000e+0,0.00000000e+0,2.81178370e+1
3.34550000e+1,-2.12123497e+0,3.45472386e+0,4.67670489e+0,-8.40771704e-2,9.77439775e-2,1.58821826e-1,-6.06389191e-1,3.07283255e-1,-3.60894743e-1,6.38454489e-1,2.88670247e-2,-3.84723622e-2,6.40194913e-2,-6.04521624e-1,3.07785404e-1,-3.61080731e-1,6.39876908e-1,2.90958032e-2,-3.83547071e-2,6.44509896e-2,1.01929946e-3,-7.43342239e-4,9.42071046e-4,-1.95633613e-4,-2.37201699e-3,2.10249155e-3,8.61881303e-3,-2.86939212e-3,4.04699499e-3,-4.08239006e-4,2.87259538e-2,-8.38952592e-3,-1.19881535e-2,3.74006621e-2,4.03550739e+0,3.98845483e+0,1.30542804e-1,1.07222720e-1,3.03501668e-1,9.22459766e-1,1.05342253e+2,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,1.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,3.56374798e-2,0.00000000e+0,3.56374798e-2,-1.00000000e+0,0.00000000e+0,3.09676767e+1
3.35050000e+1,-2.12544476e+0,3.45960236e+0,4.68464193e+0,-8.42027927e-2,9.75213634e-2,1.58728722e-1,-6.07976123e-1,3.06880979e-1,-3.60343487e-1,6.37449347e-1,2.88234891e-2,-3.83401981e-2,6.39445344e-2,-6.04521624e-1,3.07785404e-1,-3.61080731e-1,6.39876908e-1,2.90958032e-2,-3.83547071e-2,6.44509896e-2,1.01929946e-3,-7.43342239e-4,9.42071046e-4,-3.49892446e-4,-3.67850765e-3,2.10249155e-3,8.61881303e-3,-2.66997248e-3,4.11214954e-3,1.01016045e-3,2.81586046e-2,-8.38952592e-3,-1.19881535e-2,3.61639851e-2,4.03503610e+0,3.98845483e+0,1.30542804e-1,1.07222720e-1,3.03501668e-1,9.22459766e-1,1.05113386e+2,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,3.56374798e-2,0.00000000e+0,3.56374798e-2,-1.00000000e+0,0.00000000e+0,3.19372915e+1
3.35550000e+1,-2.12966081e+0,3.46446975e+0,4.69257428e+0,-8.45979516e-2,9.69788954e-2,1.58458650e-1,-6.09557813e-1,3.06476531e-1,-3.59793099e-1,6.36443505e-1,2.87082581e-2,-3.79487945e-2,6.36561929e-2,-6.07666329e-1,3.06954019e-1,-3.60124868e-1,6.37833005e-1,2.88254750e-2,-3.84122335e-2,6.39722662e-2,1.06843674e-3,-7.99050827e-4,9.07104682e-4,-5.61644813e-4,-4.97135040e-3,6.24976894e-4,6.69881234e-3,-2.46717061e-3,3.72913376e-3,2.39393178e-3,2.68659029e-2,-6.45124760e-3,-8.32538971e-3,3.36174822e-2,4.03362223e+0,3.93233446e+0,1.30542710e-1,1.07225088e-1,3.03501672e-1,9.14262985e-1,1.04884926e+2,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,1.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,3.27864814e-2,0.00000000e+0,3.27864814e-2,-1.00000000e+0,0.00000000e+0,3.49127684e+1
3.36050000e+1,-2.13389657e+0,3.46930966e+0,4.70049307e+0,-8.47214693e-2,9.67437090e-2,1.58362810e-1,-6.11128009e-1,3.06068823e-1,-3.59247046e-1,6.35441573e-1,2.86637850e-2,-3.77730390e-2,6.35827229e-2,-6.07666329e-1,3.06954019e-1,-3.60124868e-1,6.37833005e-1,2.88254750e-2,-3.84122335e-2,6.39722662e-2,1.06843674e-3,-7.99050827e-4,9.07104682e-4,-8.38040891e-4,-5.96466928e-3,6.24976894e-4,6.69881234e-3,-2.28329305e-3,3.80823356e-3,3.70717966e-3,2.58164272e-2,-6.45124760e-3,-8.32538971e-3,3.23937630e-2,4.03315094e+0,3.93233446e+0,1.30542710e-1,1.07225088e-1,3.03501672e-1,9.14262985e-1,1.04657780e+2,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,3.27864814e-2,0.00000000e+0,3.27864814e-2,-1.00000000e+0,0.00000000e+0,3.59172028e+1
3.36550000e+1,-2.13813189e+0,3.47415278e+0,4.70841142e+0,-8.46762294e-2,9.71863767e-2,1.58381445e-1,-6.12697236e-1,3.05658397e-1,-3.58701303e-1,6.34435510e-1,2.86543966e-2,-3.78266718e-2,6.39373002e-2,-6.10816573e-1,3.06122509e-1,-3.59051620e-1,6.35825494e-1,2.91572966e-2,-3.75342246e-2,6.34356313e-2,1.07456848e-3,-7.92801485e-4,8.77972965e-4,-1.14504349e-3,-6.13569489e-3,-1.10786525e-4,5.18630450e-3,-2.07497266e-3,4.79604049e-3,4.98034536e-3,2.52689868e-2,-7.87429356e-3,-3.68011002e-3,3.31310952e-2,4.03244401e+0,4.14012539e+0,1.30542601e-1,1.07227808e-1,3.03501673e-1,9.17921946e-1,1.04430425e+2,0.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,3.01635629e-2,0.00000000e+0,3.01635629e-2,-1.00000000e+0,0.00000000e+0,3.39897623e+1
3.37050000e+1,-2.14236419e+0,3.47903154e+0,4.71633143e+0,-8.46122626e-2,9.79611944e-2,1.58418296e-1,-6.14273311e-1,3.05244001e-1,-3.58156566e-1,6.33417929e-1,2.86442013e-2,-3.79478758e-2,6.45047452e-2,-6.10816573e-1,3.06122509e-1,-3.59051620e-1,6.35825494e-1,2.91572966e-2,-3.75342246e-2,6.34356313e-2,1.07456848e-3,-7.92801485e-4,8.77972965e-4,-1.44861595e-3,-6.00721856e-3,-1.10786525e-4,5.18630450e-3,-1.79932200e-3,6.22767878e-3,6.23361399e-3,2.48248489e-2,-7.87429356e-3,-3.68011002e-3,3.48318317e-2,4.03126579e+0,4.14012539e+0,1.30542601e-1,1.07227808e-1,3.03501673e-1,9.17921946e-1,1.04201726e+2,0.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,3.01635629e-2,0.00000000e+0,3.01635629e-2,-1.00000000e+0,0.00000000e+0,3.08847419e+1
3.37550000e+1,-2.14659330e+0,3.48395022e+0,4.72425338e+0,-8.45487709e-2,9.87836321e-2,1.58459108e-1,-6.15856808e-1,3.04825237e-1,-3.57613174e-1,6.32388160e-1,2.86329248e-2,-3.80495911e-2,6.50702961e-2,-6.13957021e-1,3.05361385e-1,-3.58036617e-1,6.33735735e-1,2.88759128e-2,-3.80580565e-2,6.46989357e-2,1.12681086e-3,-7.75468478e-4,8.47972896e-4,-1.71627949e-3,-4.69933632e-3,3.11037420e-5,-4.64652362e-3,-1.45249326e-3,7.64200626e-3,7.45919761e-3,2.41628168e-2,-4.23409846e-3,-3.38501801e-3,3.66104379e-2,4.03008757e+0,4.09600388e+0,1.30542479e-1,1.07230851e-1,3.03501669e-1,9.21288190e-1,1.03971592e+2,0.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,2.77504779e-2,0.00000000e+0,2.77504779e-2,-1.00000000e+0,0.00000000e+0,2.79471212e+1
3.38050000e+1,-2.15081934e+0,3.48890968e+0,4.73217739e+0,-8.44895786e-2,9.95921305e-2,1.58500627e-1,-6.17447459e-1,3.04401831e-1,-3.57071396e-1,6.31346323e-1,2.86204218e-2,-3.81325667e-2,6.56331955e-2,-6.13957021e-1,3.05361385e-1,-3.58036617e-1,6.33735735e-1,2.88759128e-2,-3.80580565e-2,6.46989357e-2,1.12681086e-3,-7.75468478e-4,8.47972896e-4,-1.91855080e-3,-3.39152683e-3,3.11037420e-5,-4.64652362e-3,-1.03552597e-3,9.03205696e-3,8.64640196e-3,2.32912230e-2,-4.23409846e-3,-3.38501801e-3,3.84577754e-2,4.02890934e+0,4.09600388e+0,1.30542479e-1,1.07230851e-1,3.03501669e-1,9.21288190e-1,1.03740054e+2,0.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,2.77504779e-2,0.00000000e+0,2.77504779e-2,-1.00000000e+0,0.00000000e+0,2.52354473e+1
3.38550000e+1,-2.15504892e+0,3.49389378e+0,4.74009895e+0,-8.48558065e-2,9.93669058e-2,1.58239038e-1,-6.19040408e-1,3.03973448e-1,-3.56532790e-1,6.30296348e-1,2.84991675e-2,-3.77109793e-2,6.55510828e-2,-6.17081458e-1,3.04533886e-1,-3.57007373e-1,6.31676596e-1,2.88827423e-2,-3.77742312e-2,6.66157301e-2,1.14350730e-3,-7.68553860e-4,8.59664874e-4,-2.07548720e-3,-3.24544568e-3,-6.90657004e-4,-2.13979665e-3,-5.70192407e-4,9.03302337e-3,9.76688273e-3,2.10136694e-2,-6.61083428e-3,-4.91008762e-3,3.68845685e-2,4.02702419e+0,3.96821590e+0,1.30542479e-1,1.07230851e-1,3.03501669e-1,9.24385135e-1,1.03507812e+2,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,1.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,1.00000000e+0,0.00000000e+0,0.00000000e+0,0.00000000e+0,2.55304397e-2,0.00000000e+0,2.55304397e-2,-1.00000000e+0,0.00000000e+0,2.75181378e+1
