t,attDeg,wParallel,wPerp,primitive,predAtt,actualAtt,predMinusActual,fuelMargin,phase,reachable,fdir
4.197,90.4659,0.15625,0.09863,pulse:0+5:0.160,91.3529,90.4659,-0.8869,2.1712,guidance,0,
4.301,91.3203,0.15309,0.09667,pulse:0+5:0.160,91.3529,91.3203,-0.0325,2.1957,guidance,0,
4.403,92.1252,0.15059,0.09678,pulse:0+5:0.160,91.3529,92.1252,0.7724,2.0742,guidance,0,
4.499,92.8887,0.14733,0.09658,pulse:0+5:0.160,95.2568,92.8887,-2.3681,2.1127,guidance,0,
4.601,93.6772,0.14492,0.09687,pulse:0+5:0.160,95.2568,93.6772,-1.5796,2.2757,guidance,0,
4.699,94.4066,0.14029,0.09693,pulse:0+5:0.160,95.2568,94.4066,-0.8502,2.2791,guidance,0,
4.801,95.1457,0.13595,0.09689,pulse:0+5:0.160,95.2568,95.1457,-0.1111,2.2730,guidance,0,
4.899,95.8594,0.13374,0.09772,pulse:0+5:0.160,95.2568,95.8594,0.6026,2.2104,guidance,0,
4.998,96.5755,0.13121,0.09808,pulse:0+5:0.160,95.2568,96.5755,1.3187,2.1745,guidance,0,
5.101,97.2997,0.12979,0.09821,pulse:0+5:0.160,99.3865,97.2997,-2.0869,2.0141,guidance,0,
5.200,97.9886,0.12797,0.09770,pulse:0+5:0.160,99.3865,97.9886,-1.3979,2.1455,guidance,0,
5.302,98.6884,0.12602,0.09768,pulse:0+5:0.160,99.3865,98.6884,-0.6981,2.0343,guidance,0,
5.403,99.3459,0.12383,0.09653,pulse:0+5:0.160,99.3865,99.3459,-0.0406,2.1355,guidance,0,
5.499,99.9667,0.12484,0.09514,pulse:0+5:0.160,99.3865,99.9667,0.5802,2.2439,guidance,0,
5.602,100.6610,0.12533,0.09398,pulse:0+5:0.160,102.6748,100.6610,-2.0139,2.2079,guidance,0,
5.701,101.3311,0.12757,0.09218,pulse:0+5:0.160,102.6748,101.3311,-1.3437,2.2893,guidance,0,
5.801,102.0166,0.12813,0.08967,pulse:0+5:0.160,102.6748,102.0166,-0.6582,2.0806,guidance,0,
5.898,102.6976,0.12923,0.08753,pulse:0+5:0.160,102.6748,102.6976,0.0228,1.9871,guidance,0,
6.001,103.4163,0.13232,0.08469,pulse:0+5:0.160,102.6748,103.4163,0.7414,1.9656,guidance,0,
6.098,104.1100,0.13507,0.08253,pulse:0+5:0.160,102.6748,104.1100,1.4352,2.1604,guidance,0,
6.202,104.8642,0.13842,0.08017,pulse:0+5:0.160,107.0849,104.8642,-2.2207,2.2163,guidance,0,
6.302,105.6270,0.14181,0.07773,pulse:0+5:0.160,107.0849,105.6270,-1.4578,2.1514,guidance,0,
6.399,106.3850,0.14334,0.07632,pulse:0+5:0.160,107.0849,106.3850,-0.6999,2.0457,guidance,0,
6.503,107.2140,0.14561,0.07525,pulse:0+5:0.160,107.0849,107.2140,0.1291,2.0314,guidance,0,
6.602,108.0152,0.14859,0.07396,pulse:0+5:0.160,107.0849,108.0152,0.9303,2.1827,guidance,0,
6.701,108.8244,0.15210,0.07406,pulse:0+5:0.160,107.0849,108.8244,1.7395,2.1952,guidance,0,
6.800,109.6642,0.15458,0.07403,pulse:0+5:0.160,112.1424,109.6642,-2.4782,1.9868,guidance,0,
6.897,110.5136,0.15668,0.07391,pulse:0+5:0.160,112.1424,110.5136,-1.6289,2.2147,guidance,0,
7.001,111.4222,0.15761,0.07555,pulse:0+5:0.160,112.1424,111.4222,-0.7202,2.2768,guidance,0,
7.098,112.2374,0.15783,0.07673,pulse:0+5:0.160,112.1424,112.2374,0.0950,2.1664,guidance,0,
7.199,113.0940,0.15842,0.07823,pulse:0+5:0.160,112.1424,113.0940,0.9516,2.1608,guidance,0,
7.298,113.9635,0.15935,0.08062,pulse:0+5:0.160,112.1424,113.9635,1.8211,2.2423,guidance,0,
7.401,114.8517,0.15895,0.08260,pulse:0+5:0.160,117.4009,114.8517,-2.5491,2.1051,guidance,0,
7.499,115.7101,0.15849,0.08450,pulse:0+5:0.160,117.4009,115.7101,-1.6908,2.0632,guidance,0,
7.597,116.5427,0.15695,0.08729,pulse:0+5:0.160,117.4009,116.5427,-0.8582,1.9996,guidance,0,
7.701,117.4278,0.15435,0.08973,pulse:0+5:0.160,117.4009,117.4278,0.0269,2.2140,guidance,0,
7.798,118.2276,0.15301,0.09181,pulse:0+5:0.160,117.4009,118.2276,0.8268,2.1778,guidance,0,
7.901,119.0984,0.15111,0.09329,pulse:0+5:0.160,121.5231,119.0984,-2.4247,2.1851,guidance,0,
7.999,119.9039,0.14999,0.09472,pulse:0+5:0.160,121.5231,119.9039,-1.6192,2.0923,guidance,0,
8.100,120.7300,0.14769,0.09581,pulse:0+5:0.160,121.5231,120.7300,-0.7931,1.9663,guidance,0,
8.201,121.5170,0.14401,0.09686,pulse:0+5:0.160,121.5231,121.5170,-0.0062,1.9644,guidance,0,
8.298,122.2877,0.14222,0.09585,pulse:0+5:0.160,121.5231,122.2877,0.7645,1.9231,guidance,0,
8.402,123.1064,0.14102,0.09565,pulse:0+2:0.160,125.3746,123.1064,-2.2682,1.9712,guidance,0,
8.500,123.8578,0.13990,0.09408,pulse:0+2:0.160,125.3746,123.8578,-1.5168,2.1049,guidance,0,
8.601,124.6383,0.13769,0.09205,pulse:0+2:0.160,125.3746,124.6383,-0.7362,1.9729,guidance,0,
8.699,125.3741,0.13667,0.08884,pulse:0+2:0.160,125.3746,125.3741,-0.0004,2.1483,guidance,0,
8.799,126.1135,0.13577,0.08658,pulse:0+2:0.160,125.3746,126.1135,0.7389,1.9583,guidance,0,
8.900,126.8669,0.13501,0.08303,pulse:0+2:0.160,125.3746,126.8669,1.4923,1.9284,guidance,0,
9.000,127.6275,0.13438,0.07933,pulse:0+5:0.240,130.3958,127.6275,-2.7684,2.1588,guidance,0,
9.102,128.3675,0.13539,0.07560,pulse:0+5:0.240,130.3958,128.3675,-2.0283,2.0224,guidance,0,
9.202,129.1102,0.13374,0.07225,pulse:0+5:0.240,130.3958,129.1102,-1.2856,2.1726,guidance,0,
9.298,129.8088,0.13227,0.06840,pulse:0+5:0.240,130.3958,129.8088,-0.5870,2.1981,guidance,0,
9.399,130.5362,0.13204,0.06541,pulse:0+5:0.240,130.3958,130.5362,0.1404,1.9774,guidance,0,
9.502,131.2880,0.13271,0.06207,pulse:0+5:0.320,134.6162,131.2880,-3.3283,2.0018,guidance,0,
9.601,132.0352,0.13339,0.05914,pulse:0+5:0.320,134.6162,132.0352,-2.5811,2.1654,guidance,0,
9.701,132.7920,0.13284,0.05713,pulse:0+5:0.320,134.6162,132.7920,-1.8243,2.0599,guidance,0,
9.800,133.5257,0.13144,0.05514,pulse:0+5:0.320,134.6162,133.5257,-1.0905,2.1758,guidance,0,
9.850,133.8567,0.13114,0.05451,pulse:0+5:0.320,134.6162,133.8567,-0.7596,2.0054,guidance,0,
9.997,134.9322,0.13062,0.05393,pulse:0+5:0.320,134.6162,134.9322,0.3159,2.0242,guidance,0,
10.101,135.6790,0.13197,0.05372,pulse:0+5:0.320,138.9864,135.6790,-3.3075,2.1260,guidance,0,
10.201,136.4174,0.13228,0.05416,pulse:0+5:0.320,138.9864,136.4174,-2.5691,2.0163,guidance,0,
10.301,137.1695,0.13140,0.05597,pulse:0+5:0.320,138.9864,137.1695,-1.8169,1.9936,guidance,0,
10.403,137.9143,0.13023,0.05669,pulse:0+5:0.320,138.9864,137.9143,-1.0722,2.1731,guidance,0,
10.502,138.5957,0.12874,0.05953,pulse:0+5:0.320,138.9864,138.5957,-0.3907,2.0429,guidance,0,
10.598,139.2896,0.12935,0.06177,pulse:0+5:0.320,138.9864,139.2896,0.3032,1.9805,guidance,0,
10.701,140.0326,0.12967,0.06450,pulse:0+5:0.320,143.2835,140.0326,-3.2509,1.9878,guidance,0,
10.799,140.7481,0.13054,0.06691,pulse:0+5:0.320,143.2835,140.7481,-2.5354,2.1652,guidance,0,
10.900,141.4734,0.12956,0.07039,pulse:0+5:0.320,143.2835,141.4734,-1.8101,2.1298,guidance,0,
11.000,142.2089,0.12827,0.07273,pulse:0+5:0.320,143.2835,142.2089,-1.0746,2.1275,guidance,0,
11.099,142.9092,0.12733,0.07562,pulse:0+5:0.320,143.2835,142.9092,-0.3743,2.1919,guidance,0,
11.203,143.6599,0.12719,0.07767,pulse:0+5:0.320,146.8503,143.6599,-3.1903,2.0191,guidance,0,
11.298,144.3520,0.12805,0.07965,pulse:0+5:0.320,146.8503,144.3520,-2.4982,2.1199,guidance,0,
11.398,145.0538,0.12719,0.08122,pulse:0+5:0.320,146.8503,145.0538,-1.7965,2.1716,guidance,0,
11.500,145.7564,0.12665,0.08302,pulse:0+5:0.320,146.8503,145.7564,-1.0939,2.1740,guidance,0,
11.602,146.4541,0.12608,0.08390,pulse:0+5:0.320,146.8503,146.4541,-0.3962,1.9927,guidance,0,
11.700,147.1668,0.12640,0.08374,pulse:0+5:0.320,146.8503,147.1668,0.3165,1.9818,guidance,0,
11.800,147.8598,0.12782,0.08332,pulse:0+5:0.320,151.0667,147.8598,-3.2069,1.9420,guidance,0,
11.897,148.5537,0.12876,0.08202,pulse:0+5:0.320,151.0667,148.5537,-2.5130,2.1215,guidance,0,
11.998,149.2876,0.12890,0.08075,pulse:0+5:0.320,151.0667,149.2876,-1.7791,2.1445,guidance,0,
12.097,149.9713,0.12814,0.07988,pulse:0+5:0.320,151.0667,149.9713,-1.0954,2.0061,guidance,0,
12.199,150.7125,0.12727,0.07835,pulse:0+5:0.320,151.0667,150.7125,-0.3542,2.0309,guidance,0,
12.298,151.4047,0.12822,0.07605,pulse:0+5:0.320,151.0667,151.4047,0.3380,2.0369,guidance,0,
12.397,152.1327,0.12889,0.07348,pulse:0+5:0.240,154.7843,152.1327,-2.6516,1.9178,guidance,0,
12.498,152.8680,0.12930,0.07083,pulse:0+5:0.240,154.7843,152.8680,-1.9163,1.9148,guidance,0,
12.603,153.6091,0.12826,0.06842,pulse:0+5:0.240,154.7843,153.6091,-1.1752,2.0394,guidance,0,
12.702,154.3032,0.12713,0.06694,pulse:0+5:0.240,154.7843,154.3032,-0.4811,2.0967,guidance,0,
12.798,154.9776,0.12588,0.06475,pulse:0+5:0.240,154.7843,154.9776,0.1932,1.9535,guidance,0,
12.902,155.7311,0.12565,0.06270,pulse:0+5:0.320,158.8791,155.7311,-3.1481,1.9223,guidance,0,
13.002,156.4463,0.12529,0.06155,pulse:0+5:0.320,158.8791,156.4463,-2.4328,1.9527,guidance,0,
13.100,157.1309,0.12461,0.06040,pulse:0+5:0.320,158.8791,157.1309,-1.7482,2.0593,guidance,0,
13.200,157.8151,0.12111,0.06016,pulse:0+5:0.320,158.8791,157.8151,-1.0640,2.1261,guidance,0,
13.297,158.4856,0.11816,0.06024,pulse:0+5:0.320,158.8791,158.4856,-0.3936,1.8997,guidance,0,
13.398,159.1395,0.11694,0.06066,pulse:0+5:0.320,158.8791,159.1395,0.2604,2.0599,guidance,0,
13.499,159.8019,0.11599,0.06097,pulse:0+5:0.320,162.7058,159.8019,-2.9039,1.9031,guidance,0,
13.602,160.4772,0.11470,0.06087,pulse:0+5:0.320,162.7058,160.4772,-2.2286,2.0758,guidance,0,
13.703,161.0989,0.11184,0.06204,pulse:0+5:0.320,162.7058,161.0989,-1.6070,2.0402,guidance,0,
13.798,161.6820,0.10863,0.06428,pulse:0+5:0.320,162.7058,161.6820,-1.0239,1.8655,guidance,0,
13.903,162.3138,0.10546,0.06500,pulse:0+5:0.320,162.7058,162.3138,-0.3920,1.8441,guidance,0,
13.998,162.8739,0.10404,0.06654,pulse:0+5:0.320,162.7058,162.8739,0.1680,1.8048,guidance,0,
14.102,163.4558,0.10223,0.06779,pulse:0+5:0.320,166.0129,163.4558,-2.5571,2.0284,guidance,0,
14.201,164.0362,0.10191,0.06899,pulse:0+5:0.320,166.0129,164.0362,-1.9767,1.8776,guidance,0,
14.300,164.5743,0.09999,0.07028,pulse:0+5:0.320,166.0129,164.5743,-1.4386,2.0467,guidance,0,
14.399,165.1196,0.09827,0.07242,pulse:0+5:0.320,166.0129,165.1196,-0.8933,1.9445,guidance,0,
14.499,165.6588,0.09616,0.07291,pulse:0+5:0.320,166.0129,165.6588,-0.3541,1.8987,guidance,0,
14.602,166.2344,0.09551,0.07395,pulse:0+5:0.240,168.1959,166.2344,-1.9615,1.9461,guidance,0,
14.701,166.7798,0.09630,0.07405,pulse:0+5:0.240,168.1959,166.7798,-1.4162,2.0162,guidance,0,
14.753,167.0685,0.09595,0.07376,pulse:0+5:0.240,168.1959,167.0685,-1.1274,1.8435,guidance,0,
14.901,167.8823,0.09513,0.07436,pulse:0+5:0.240,168.1959,167.8823,-0.3137,1.9279,guidance,0,
15.003,168.4318,0.09573,0.07395,pulse:0+5:0.240,168.1959,168.4318,0.2359,2.0586,guidance,0,
15.101,168.9874,0.09712,0.07351,pulse:0+5:0.240,168.1959,168.9874,0.7914,1.9429,guidance,0,
15.202,169.5356,0.09882,0.07229,pulse:0+5:0.320,172.0062,169.5356,-2.4706,2.0659,guidance,0,
15.299,170.0825,0.10106,0.07120,pulse:0+5:0.320,172.0062,170.0825,-1.9237,1.9090,guidance,0,
15.399,170.6588,0.10080,0.07013,pulse:0+5:0.320,172.0062,170.6588,-1.3474,2.0415,guidance,0,
15.501,171.2427,0.10152,0.06949,pulse:0+5:0.320,172.0062,171.2427,-0.7635,1.8986,guidance,0,
15.599,171.8214,0.10156,0.06888,pulse:0+5:0.320,172.0062,171.8214,-0.1849,1.8085,guidance,0,
15.699,172.3823,0.10224,0.06750,pulse:0+5:0.320,172.0062,172.3823,0.3761,1.8149,guidance,0,
15.802,172.9963,0.10477,0.06626,pulse:0:0.320,175.6262,172.9963,-2.6299,1.9066,guidance,0,
15.899,173.5841,0.10607,0.06577,pulse:0:0.320,175.6262,173.5841,-2.0421,1.8906,guidance,0,
16.000,174.1920,0.10650,0.06472,pulse:0:0.320,175.6262,174.1920,-1.4342,1.8178,guidance,0,
16.102,174.7875,0.10708,0.06423,pulse:0:0.320,175.6262,174.7875,-0.8386,1.9548,guidance,0,
16.200,175.3949,0.10650,0.06368,pulse:0:0.320,175.6262,175.3949,-0.2313,1.7930,guidance,0,
16.298,175.9770,0.10731,0.06346,pulse:0:0.320,175.6262,175.9770,0.3508,1.8418,guidance,0,
16.401,176.6051,0.10731,0.06355,pulse:0:0.320,179.2984,176.6051,-2.6933,1.9519,guidance,0,
16.502,177.2160,0.10750,0.06401,pulse:0:0.320,179.2984,177.2160,-2.0824,1.8555,guidance,0,
16.599,177.7976,0.10699,0.06464,pulse:0:0.320,179.2984,177.7976,-1.5008,1.9872,guidance,0,
16.697,178.3629,0.10534,0.06565,pulse:0:0.320,179.2984,178.3629,-0.9355,1.8899,guidance,0,
16.800,178.9826,0.10404,0.06546,pulse:0:0.320,179.2984,178.9826,-0.3158,1.7991,guidance,0,
16.900,179.5642,0.10255,0.06681,pulse:0:0.320,179.2984,179.5642,0.2658,1.7653,guidance,0,
17.002,179.8347,-0.10210,0.06770,pulse:0:0.320,177.2730,179.8347,2.5617,1.9010,guidance,0,
17.099,179.2961,-0.10132,0.06850,pulse:0:0.320,177.2730,179.2961,2.0231,1.8942,guidance,0,
17.200,178.7043,-0.09953,0.07001,pulse:0:0.320,177.2730,178.7043,1.4313,1.7938,guidance,0,
17.298,178.1479,-0.09723,0.07050,pulse:0:0.320,177.2730,178.1479,0.8749,1.9747,guidance,0,
17.399,177.5937,-0.09508,0.07137,pulse:0:0.320,177.2730,177.5937,0.3207,1.8520,guidance,0,
17.499,177.0597,-0.09315,0.07162,pulse:0:0.320,177.2730,177.0597,-0.2133,1.9165,guidance,0,
17.599,176.5292,-0.09190,0.07194,coast:0.320,174.2093,176.5292,2.3198,1.7713,guidance,0,
17.698,176.0211,-0.09103,0.07239,coast:0.320,174.2093,176.0211,1.8118,1.8399,guidance,0,
17.800,175.5008,-0.09041,0.07174,coast:0.320,174.2093,175.5008,1.2914,1.8236,guidance,0,
17.900,174.9940,-0.08986,0.07152,coast:0.320,174.2093,174.9940,0.7846,1.8881,guidance,0,
17.997,174.5068,-0.08936,0.07108,coast:0.320,174.2093,174.5068,0.2974,1.9903,guidance,0,
18.100,173.9851,-0.08849,0.06987,coast:0.320,171.7518,173.9851,2.2333,1.8040,guidance,0,
18.200,173.4926,-0.08837,0.06977,coast:0.320,171.7518,173.4926,1.7407,2.0040,guidance,0,
18.298,173.0074,-0.08829,0.06867,coast:0.320,171.7518,173.0074,1.2556,1.8499,guidance,0,
18.401,172.4931,-0.08785,0.06740,coast:0.320,171.7518,172.4931,0.7413,1.7648,guidance,0,
18.501,171.9838,-0.08817,0.06634,coast:0.320,171.7518,171.9838,0.2319,1.8797,guidance,0,
18.601,171.4831,-0.08811,0.06583,pulse:1+4:0.160,170.0653,171.4831,1.4179,1.7635,guidance,0,
18.701,170.9793,-0.08852,0.06439,pulse:1+4:0.160,170.0653,170.9793,0.9140,1.7941,guidance,0,
18.802,170.4756,-0.09019,0.06334,pulse:1+4:0.160,170.0653,170.4756,0.4103,1.7452,guidance,0,
18.899,169.9811,-0.09148,0.06265,pulse:1+4:0.160,170.0653,169.9811,-0.0841,1.9409,guidance,0,
19.000,169.4554,-0.09187,0.06147,pulse:1+4:0.160,170.0653,169.4554,-0.6099,1.7963,guidance,0,
19.103,168.9085,-0.09299,0.06039,coast:0.320,166.5623,168.9085,2.3461,1.8312,guidance,0,
19.202,168.3995,-0.09286,0.06103,coast:0.320,166.5623,168.3995,1.8372,1.7703,guidance,0,
19.298,167.8855,-0.09331,0.06060,coast:0.320,166.5623,167.8855,1.3232,1.8456,guidance,0,
19.401,167.3416,-0.09426,0.06071,coast:0.320,166.5623,167.3416,0.7792,1.8735,guidance,0,
19.497,166.8045,-0.09473,0.06005,coast:0.320,166.5623,166.8045,0.2422,1.9361,guidance,0,
19.599,166.2586,-0.09439,0.06168,coast:0.320,166.5623,166.2586,-0.3037,1.9875,guidance,0,
19.700,165.7084,-0.09589,0.06109,pulse:1+4:0.160,164.1659,165.7084,1.5425,1.8424,guidance,0,
19.797,165.1543,-0.09610,0.06178,pulse:1+4:0.160,164.1659,165.1543,0.9885,1.8718,guidance,0,
19.903,164.5583,-0.09792,0.06213,pulse:1+4:0.160,164.1659,164.5583,0.3924,1.9046,guidance,0,
20.001,163.9880,-0.09976,0.06254,pulse:1+4:0.160,164.1659,163.9880,-0.1779,1.7783,guidance,0,
20.099,163.4456,-0.10030,0.06363,pulse:1+4:0.160,164.1659,163.4456,-0.7203,1.7726,guidance,0,
20.199,162.8605,-0.10046,0.06420,pulse:1+4:0.160,164.1659,162.8605,-1.3054,1.9003,guidance,0,
20.298,162.3128,-0.10050,0.06519,coast:0.320,159.7782,162.3128,2.5347,1.9117,guidance,0,
20.403,161.7093,-0.10093,0.06613,coast:0.320,159.7782,161.7093,1.9312,1.8044,guidance,0,
20.500,161.1603,-0.10101,0.06635,coast:0.320,159.7782,161.1603,1.3821,1.9117,guidance,0,
20.597,160.5652,-0.10088,0.06695,coast:0.320,159.7782,160.5652,0.7871,2.0050,guidance,0,
20.702,159.9489,-0.10147,0.06745,coast:0.320,159.7782,159.9489,0.1707,1.8415,guidance,0,
20.751,159.6853,-0.10048,0.06818,coast:0.320,159.7782,159.6853,-0.0929,2.0036,guidance,0,
20.898,158.8341,-0.10103,0.06806,pulse:0:0.320,156.3029,158.8341,2.5312,1.7836,guidance,0,
20.999,158.2583,-0.10060,0.06793,pulse:0:0.320,156.3029,158.2583,1.9554,1.8514,guidance,0,
21.101,157.6877,-0.09966,0.06778,pulse:0:0.320,156.3029,157.6877,1.3849,1.7875,guidance,0,
21.201,157.1183,-0.09848,0.06819,pulse:0:0.320,156.3029,157.1183,0.8154,1.8187,guidance,0,
21.299,156.5692,-0.09708,0.06707,pulse:0:0.320,156.3029,156.5692,0.2663,1.9394,guidance,0,
21.398,156.0336,-0.09629,0.06639,coast:0.320,153.6060,156.0336,2.4277,1.9347,guidance,0,
21.500,155.4679,-0.09687,0.06516,coast:0.320,153.6060,155.4679,1.8620,1.9034,guidance,0,
21.600,154.9147,-0.09643,0.06477,coast:0.320,153.6060,154.9147,1.3087,1.9401,guidance,0,
21.703,154.3604,-0.09652,0.06401,coast:0.320,153.6060,154.3604,0.7545,1.9279,guidance,0,
21.801,153.7947,-0.09589,0.06271,coast:0.320,153.6060,153.7947,0.1887,1.9363,guidance,0,
21.898,153.2806,-0.09625,0.06262,coast:0.320,153.6060,153.2806,-0.3253,1.7673,guidance,0,
21.999,152.7140,-0.09591,0.06227,coast:0.320,150.2962,152.7140,2.4178,1.7797,guidance,0,
22.100,152.1618,-0.09635,0.06121,coast:0.320,150.2962,152.1618,1.8656,1.7939,guidance,0,
22.201,151.6166,-0.09552,0.06100,coast:0.320,150.2962,151.6166,1.3204,1.8746,guidance,0,
22.302,151.0679,-0.09550,0.06074,coast:0.320,150.2962,151.0679,0.7717,1.7846,guidance,0,
22.397,150.5347,-0.09495,0.06037,coast:0.320,150.2962,150.5347,0.2385,1.9262,guidance,0,
22.498,150.0208,-0.09487,0.06101,coast:0.320,150.2962,150.0208,-0.2754,1.7703,guidance,0,
22.599,149.4802,-0.09429,0.06065,coast:0.320,147.1034,149.4802,2.3768,1.8151,guidance,0,
22.699,148.9348,-0.09455,0.06052,coast:0.320,147.1034,148.9348,1.8315,1.8688,guidance,0,
22.801,148.3944,-0.09371,0.06089,coast:0.320,147.1034,148.3944,1.2910,1.8366,guidance,0,
22.897,147.8810,-0.09411,0.06181,coast:0.320,147.1034,147.8810,0.7776,1.9800,guidance,0,
23.001,147.3610,-0.09283,0.06272,coast:0.320,147.1034,147.3610,0.2577,2.0103,guidance,0,
23.098,146.8610,-0.09310,0.06219,coast:0.320,147.1034,146.8610,-0.2423,1.9719,guidance,0,
23.199,146.3080,-0.09286,0.06359,pulse:0:0.320,143.9848,146.3080,2.3233,1.8399,guidance,0,
23.301,145.7602,-0.09244,0.06336,pulse:0:0.320,143.9848,145.7602,1.7755,1.8899,guidance,0,
23.403,145.2066,-0.09227,0.06383,pulse:0:0.320,143.9848,145.2066,1.2218,1.7631,guidance,0,
23.503,144.6944,-0.09033,0.06483,pulse:0:0.320,143.9848,144.6944,0.7096,1.7808,guidance,0,
23.602,144.1696,-0.08929,0.06468,pulse:0:0.320,143.9848,144.1696,0.1849,1.9541,guidance,0,
23.703,143.6774,-0.08848,0.06569,coast:0.320,141.4485,143.6774,2.2289,1.7445,guidance,0,
23.802,143.1569,-0.08924,0.06497,coast:0.320,141.4485,143.1569,1.7084,1.8293,guidance,0,
23.899,142.6393,-0.08939,0.06558,coast:0.320,141.4485,142.6393,1.1908,1.7234,guidance,0,
