t,attDeg,wParallel,wPerp,primitive,predAtt,actualAtt,predMinusActual,fuelMargin,phase,reachable,fdir
6.799,154.0866,0.20161,0.03581,pulse:0+5:0.160,156.2037,154.0866,-2.1171,2.0869,guidance,0,
6.902,155.1865,0.20275,0.03505,pulse:0+5:0.160,156.2037,155.1865,-1.0172,2.0611,guidance,0,
6.999,156.2533,0.20353,0.03464,pulse:0+5:0.160,156.2037,156.2533,0.0496,1.9827,guidance,0,
7.099,157.3510,0.20560,0.03346,pulse:0+5:0.160,156.2037,157.3510,1.1473,2.1004,guidance,0,
7.202,158.4779,0.20774,0.03225,pulse:0+5:0.160,161.8025,158.4779,-3.3246,2.1358,guidance,0,
7.302,159.6094,0.20973,0.03002,pulse:0+5:0.160,161.8025,159.6094,-2.1932,1.9723,guidance,0,
7.400,160.7340,0.21031,0.02796,pulse:0+5:0.160,161.8025,160.7340,-1.0686,2.1291,guidance,0,
7.503,161.8733,0.20912,0.02504,pulse:0+5:0.160,161.8025,161.8733,0.0707,2.0777,guidance,0,
7.600,162.9589,0.20912,0.02275,pulse:0+5:0.160,161.8025,162.9589,1.1564,2.1244,guidance,0,
7.698,164.0736,0.20955,0.01971,pulse:0+5:0.160,161.8025,164.0736,2.2711,2.0769,guidance,0,
7.802,165.2608,0.20861,0.01690,pulse:0+5:0.160,168.5994,165.2608,-3.3386,2.1474,guidance,0,
7.900,166.3770,0.20735,0.01443,pulse:0+5:0.160,168.5994,166.3770,-2.2224,2.2384,guidance,0,
7.999,167.4765,0.20525,0.01191,pulse:0+5:0.160,168.5994,167.4765,-1.1229,2.0309,guidance,0,
8.098,168.5595,0.20305,0.00914,pulse:0+5:0.160,168.5994,168.5595,-0.0400,1.9570,guidance,0,
8.202,169.6841,0.20109,0.00838,pulse:0+5:0.160,168.5994,169.6841,1.0846,2.0863,guidance,0,
8.302,170.7709,0.19915,0.00798,pulse:0+5:0.160,168.5994,170.7709,2.1715,2.0336,guidance,0,
8.398,171.7985,0.19736,0.00857,coast:0.320,176.7731,171.7985,-4.9746,2.0237,guidance,0,
8.500,172.8809,0.19547,0.00877,coast:0.320,176.7731,172.8809,-3.8922,1.9796,guidance,0,
8.598,173.9154,0.19317,0.00922,coast:0.320,176.7731,173.9154,-2.8576,2.0915,guidance,0,
8.699,174.9606,0.19105,0.00861,coast:0.320,176.7731,174.9606,-1.8124,2.0387,guidance,0,
8.801,176.0292,0.18940,0.00981,coast:0.320,176.7731,176.0292,-0.7439,2.0029,guidance,0,
8.901,177.0405,0.18743,0.00957,coast:0.320,178.2354,177.0405,-1.1949,2.2026,guidance,0,
8.999,178.0235,0.18624,0.01123,coast:0.320,178.2354,178.0235,-0.2119,2.0749,guidance,0,
9.100,179.0488,0.18504,0.01265,coast:0.320,178.2354,179.0488,0.8134,1.9313,guidance,0,
9.203,179.9284,-0.18300,0.01506,coast:0.320,178.2354,179.9284,1.6930,2.0297,guidance,0,
9.301,178.9477,-0.18242,0.01806,coast:0.320,178.2354,178.9477,0.7123,2.0003,guidance,0,
9.403,177.9433,-0.18132,0.02072,coast:0.320,173.3740,177.9433,4.5693,2.1396,guidance,0,
9.501,176.9772,-0.18039,0.02491,coast:0.320,173.3740,176.9772,3.6032,2.1683,guidance,0,
9.602,175.9684,-0.18041,0.02831,coast:0.320,173.3740,175.9684,2.5944,2.0743,guidance,0,
9.698,175.0193,-0.17964,0.03151,coast:0.320,173.3740,175.0193,1.6453,2.0490,guidance,0,
9.803,173.9876,-0.17910,0.03428,coast:0.320,173.3740,173.9876,0.6136,2.1912,guidance,0,
9.902,173.0062,-0.17895,0.03729,coast:0.320,173.3740,173.0062,-0.3679,2.2225,guidance,0,
10.003,172.0271,-0.17914,0.03937,coast:0.320,167.5141,172.0271,4.5130,2.1478,guidance,0,
10.101,171.0487,-0.17877,0.04162,coast:0.320,167.5141,171.0487,3.5346,2.2217,guidance,0,
10.202,170.0531,-0.17924,0.04290,coast:0.320,167.5141,170.0531,2.5390,1.9807,guidance,0,
10.303,169.0638,-0.17893,0.04308,coast:0.320,167.5141,169.0638,1.5497,1.9844,guidance,0,
10.403,168.0841,-0.17877,0.04306,coast:0.320,167.5141,168.0841,0.5700,1.9292,guidance,0,
10.501,167.0989,-0.17864,0.04289,coast:0.320,167.5141,167.0989,-0.4152,2.0473,guidance,0,
10.598,166.1631,-0.17863,0.04169,coast:0.320,161.6631,166.1631,4.5000,2.0603,guidance,0,
10.703,165.1461,-0.17897,0.03992,coast:0.320,161.6631,165.1461,3.4831,2.0849,guidance,0,
10.798,164.2133,-0.17869,0.03746,coast:0.320,161.6631,164.2133,2.5502,2.0430,guidance,0,
10.899,163.2301,-0.17877,0.03449,coast:0.320,161.6631,163.2301,1.5671,2.1195,guidance,0,
11.002,162.2105,-0.17858,0.03249,coast:0.320,161.6631,162.2105,0.5474,2.1459,guidance,0,
11.100,161.2450,-0.17980,0.02946,coast:0.320,156.7146,161.2450,4.5304,2.2331,guidance,0,
11.200,160.2662,-0.17898,0.02659,coast:0.320,156.7146,160.2662,3.5516,2.1708,guidance,0,
11.302,159.2810,-0.17982,0.02404,coast:0.320,156.7146,159.2810,2.5664,2.1599,guidance,0,
11.398,158.3200,-0.17963,0.02277,coast:0.320,156.7146,158.3200,1.6054,2.0277,guidance,0,
11.501,157.2983,-0.18029,0.02001,coast:0.320,156.7146,157.2983,0.5837,2.1256,guidance,0,
11.601,156.2891,-0.18146,0.01964,coast:0.320,151.7165,156.2891,4.5726,2.0858,guidance,0,
11.702,155.2813,-0.18181,0.01992,coast:0.320,151.7165,155.2813,3.5648,2.1754,guidance,0,
11.803,154.2608,-0.18246,0.02017,coast:0.320,151.7165,154.2608,2.5443,2.1422,guidance,0,
11.902,153.2616,-0.18353,0.02111,coast:0.320,151.7165,153.2616,1.5451,2.1734,guidance,0,
12.002,152.2480,-0.18478,0.02190,coast:0.320,151.7165,152.2480,0.5315,2.1551,guidance,0,
12.098,151.2798,-0.18506,0.02323,coast:0.320,151.7165,151.2798,-0.4367,2.0886,guidance,0,
12.199,150.2366,-0.18676,0.02435,coast:0.320,145.5313,150.2366,4.7054,2.1329,guidance,0,
12.299,149.1924,-0.18728,0.02572,coast:0.320,145.5313,149.1924,3.6612,2.1087,guidance,0,
12.402,148.0914,-0.18900,0.02769,coast:0.320,145.5313,148.0914,2.5601,1.9758,guidance,0,
12.498,147.0696,-0.18944,0.02909,coast:0.320,145.5313,147.0696,1.5384,2.1727,guidance,0,
12.598,146.0085,-0.19092,0.03091,coast:0.320,145.5313,146.0085,0.4773,2.1911,guidance,0,
12.700,144.9112,-0.19134,0.03267,pulse:0:0.320,140.1079,144.9112,4.8033,2.1998,guidance,0,
12.802,143.8079,-0.19181,0.03488,pulse:0:0.320,140.1079,143.8079,3.7000,2.1933,guidance,0,
12.897,142.7969,-0.19171,0.03655,pulse:0:0.320,140.1079,142.7969,2.6890,1.9819,guidance,0,
13.000,141.7139,-0.19122,0.03789,pulse:0:0.320,140.1079,141.7139,1.6060,2.0812,guidance,0,
13.102,140.6111,-0.18982,0.03929,pulse:0:0.320,140.1079,140.6111,0.5032,1.9543,guidance,0,
13.201,139.5616,-0.18908,0.04004,pulse:0:0.320,134.8167,139.5616,4.7449,1.9957,guidance,0,
13.297,138.5478,-0.18936,0.04204,pulse:0:0.320,134.8167,138.5478,3.7311,1.9239,guidance,0,
13.397,137.4969,-0.18672,0.04254,pulse:0:0.320,134.8167,137.4969,2.6802,2.1105,guidance,0,
13.502,136.4275,-0.18489,0.04328,pulse:0:0.320,134.8167,136.4275,1.6108,2.1374,guidance,0,
13.598,135.4564,-0.18295,0.04352,pulse:0:0.320,134.8167,135.4564,0.6397,2.0363,guidance,0,
13.697,134.4405,-0.18064,0.04429,pulse:0:0.320,134.8167,134.4405,-0.3762,2.0056,guidance,0,
13.802,133.4028,-0.17950,0.04427,pulse:0:0.320,128.9000,133.4028,4.5028,2.1000,guidance,0,
13.898,132.4432,-0.17867,0.04371,pulse:0:0.320,128.9000,132.4432,3.5432,2.1873,guidance,0,
13.999,131.4366,-0.17491,0.04300,pulse:0:0.320,128.9000,131.4366,2.5366,2.2286,guidance,0,
14.103,130.4286,-0.17254,0.04236,pulse:0:0.320,128.9000,130.4286,1.5285,2.0104,guidance,0,
14.200,129.4850,-0.17010,0.04136,pulse:0:0.320,128.9000,129.4850,0.5849,1.9082,guidance,0,
14.298,128.5494,-0.16713,0.03977,pulse:0:0.320,128.9000,128.5494,-0.3506,2.0213,guidance,0,
14.403,127.5686,-0.16484,0.03875,pulse:0:0.320,123.4341,127.5686,4.1345,2.1728,guidance,0,
14.500,126.6731,-0.16429,0.03682,pulse:0:0.320,123.4341,126.6731,3.2390,2.0461,guidance,0,
14.600,125.7463,-0.16134,0.03598,pulse:0:0.320,123.4341,125.7463,2.3122,1.9945,guidance,0,
14.697,124.8839,-0.15914,0.03447,pulse:0:0.320,123.4341,124.8839,1.4498,2.0837,guidance,0,
14.801,123.9756,-0.15749,0.03308,pulse:0:0.320,123.4341,123.9756,0.5415,2.1019,guidance,0,
14.901,123.1018,-0.15617,0.03378,pulse:0:0.320,123.4341,123.1018,-0.3323,2.0538,guidance,0,
14.998,122.2454,-0.15511,0.03302,pulse:0:0.320,118.3550,122.2454,3.8904,2.1036,guidance,0,
15.097,121.3706,-0.15562,0.03307,pulse:0:0.320,118.3550,121.3706,3.0155,2.0718,guidance,0,
15.200,120.4630,-0.15560,0.03331,pulse:0:0.320,118.3550,120.4630,2.1080,1.9080,guidance,0,
15.301,119.6021,-0.15557,0.03366,pulse:0:0.320,118.3550,119.6021,1.2470,1.8905,guidance,0,
15.402,118.7075,-0.15427,0.03455,pulse:0:0.320,118.3550,118.7075,0.3525,2.0518,guidance,0,
15.499,117.8566,-0.15525,0.03517,coast:0.320,113.9480,117.8566,3.9087,1.9704,guidance,0,
15.602,116.9475,-0.15678,0.03700,coast:0.320,113.9480,116.9475,2.9995,2.1360,guidance,0,
15.698,116.0935,-0.15873,0.03823,coast:0.320,113.9480,116.0935,2.1456,1.9335,guidance,0,
15.801,115.1600,-0.16076,0.04030,coast:0.320,113.9480,115.1600,1.2121,2.1276,guidance,0,
15.900,114.2550,-0.16276,0.04141,coast:0.320,113.9480,114.2550,0.3070,2.1535,guidance,0,
16.003,113.3203,-0.16534,0.04385,pulse:0:0.320,109.1746,113.3203,4.1457,2.0945,guidance,0,
16.097,112.4296,-0.16649,0.04561,pulse:0:0.320,109.1746,112.4296,3.2549,1.9862,guidance,0,
16.201,111.4377,-0.16748,0.04737,pulse:0:0.320,109.1746,111.4377,2.2631,2.0043,guidance,0,
16.297,110.5256,-0.16822,0.04837,pulse:0:0.320,109.1746,110.5256,1.3510,2.0773,guidance,0,
16.400,109.5359,-0.16846,0.04932,pulse:0:0.320,109.1746,109.5359,0.3613,2.0173,guidance,0,
16.498,108.6231,-0.17033,0.05115,pulse:0:0.320,109.1746,108.6231,-0.5515,2.1287,guidance,0,
16.600,107.6508,-0.17077,0.05226,pulse:0:0.320,103.3712,107.6508,4.2796,2.0071,guidance,0,
16.699,106.6824,-0.17119,0.05314,pulse:0:0.320,103.3712,106.6824,3.3112,2.0613,guidance,0,
16.802,105.6884,-0.17069,0.05353,pulse:0:0.320,103.3712,105.6884,2.3172,2.0341,guidance,0,
16.903,104.7176,-0.17015,0.05366,pulse:0:0.320,103.3712,104.7176,1.3464,1.9988,guidance,0,
17.002,103.7531,-0.16981,0.05426,pulse:0:0.320,103.3712,103.7531,0.3819,1.9099,guidance,0,
17.101,102.8262,-0.16870,0.05390,pulse:0:0.320,98.5999,102.8262,4.2263,2.1252,guidance,0,
17.197,101.9028,-0.16812,0.05413,pulse:0:0.320,98.5999,101.9028,3.3028,2.1812,guidance,0,
17.299,100.9554,-0.16603,0.05368,pulse:0:0.320,98.5999,100.9554,2.3554,1.9514,guidance,0,
17.400,100.0373,-0.16429,0.05286,pulse:0:0.320,98.5999,100.0373,1.4374,1.8612,guidance,0,
17.498,99.1458,-0.16181,0.05241,pulse:0:0.320,98.5999,99.1458,0.5459,1.8743,guidance,0,
17.599,98.2261,-0.15977,0.05176,pulse:0:0.320,98.5999,98.2261,-0.3739,1.9079,guidance,0,
17.699,97.3474,-0.15818,0.05176,pulse:0:0.320,93.3858,97.3474,3.9616,2.0723,guidance,0,
17.803,96.4298,-0.15652,0.05196,pulse:0:0.320,93.3858,96.4298,3.0440,2.0637,guidance,0,
17.902,95.5673,-0.15456,0.05161,pulse:0:0.320,93.3858,95.5673,2.1815,2.0655,guidance,0,
17.998,94.7473,-0.15159,0.05053,pulse:0:0.320,93.3858,94.7473,1.3615,1.9703,guidance,0,
18.102,93.8622,-0.14880,0.05035,pulse:0:0.320,93.3858,93.8622,0.4764,2.1434,guidance,0,
18.200,93.0475,-0.14713,0.05035,pulse:0:0.320,89.3639,93.0475,3.6837,1.9299,guidance,0,
18.297,92.2496,-0.14570,0.05037,pulse:0:0.320,89.3639,92.2496,2.8857,2.0295,guidance,0,
18.403,91.3789,-0.14502,0.05077,pulse:0:0.320,89.3639,91.3789,2.0151,1.8737,guidance,0,
18.500,90.5750,-0.14268,0.05060,pulse:0:0.320,89.3639,90.5750,1.2111,1.9178,guidance,0,
18.603,89.7346,-0.14118,0.05133,pulse:0:0.320,89.3639,89.7346,0.3707,1.9812,guidance,0,
18.701,88.9434,-0.13976,0.05193,pulse:0:0.320,85.4462,88.9434,3.4972,2.0024,guidance,0,
18.801,88.1524,-0.13947,0.05342,pulse:0:0.320,85.4462,88.1524,2.7062,1.9749,guidance,0,
18.898,87.3789,-0.13848,0.05408,pulse:0:0.320,85.4462,87.3789,1.9327,1.9108,guidance,0,
19.000,86.5931,-0.13761,0.05489,pulse:0:0.320,85.4462,86.5931,1.1469,2.0608,guidance,0,
19.102,85.8039,-0.13625,0.05591,pulse:0:0.320,85.4462,85.8039,0.3577,2.0743,guidance,0,
19.198,85.0330,-0.13714,0.05696,pulse:0:0.320,85.4462,85.0330,-0.4132,1.8902,guidance,0,
19.298,84.2698,-0.13712,0.05876,pulse:5:0.320,80.8399,84.2698,3.4299,2.0046,guidance,0,
19.397,83.4931,-0.13809,0.06111,pulse:5:0.320,80.8399,83.4931,2.6532,1.9705,guidance,0,
19.503,82.6593,-0.13822,0.06144,pulse:5:0.320,80.8399,82.6593,1.8194,1.9136,guidance,0,
19.601,81.8803,-0.13816,0.06230,pulse:5:0.320,80.8399,81.8803,1.0404,2.0663,guidance,0,
19.703,81.0839,-0.13834,0.06335,pulse:5:0.320,80.8399,81.0839,0.2440,1.9496,guidance,0,
19.797,80.3551,-0.13848,0.06492,pulse:5:0.320,80.8399,80.3551,-0.4848,1.9466,guidance,0,
19.901,79.5172,-0.13900,0.06531,pulse:5:0.320,76.0443,79.5172,3.4729,1.9373,guidance,0,
20.002,78.7113,-0.13925,0.06573,pulse:5:0.320,76.0443,78.7113,2.6670,1.8812,guidance,0,
20.099,77.9385,-0.14001,0.06634,pulse:5:0.320,76.0443,77.9385,1.8942,1.9878,guidance,0,
20.199,77.1563,-0.13916,0.06702,pulse:5:0.320,76.0443,77.1563,1.1120,2.0757,guidance,0,
20.298,76.3873,-0.13836,0.06645,pulse:5:0.320,76.0443,76.3873,0.3430,2.0205,guidance,0,
20.402,75.5737,-0.13817,0.06711,pulse:3+5:0.240,72.7428,75.5737,2.8308,1.9195,guidance,0,
20.500,74.7998,-0.13798,0.06720,pulse:3+5:0.240,72.7428,74.7998,2.0570,1.9352,guidance,0,
20.602,73.9995,-0.13728,0.06659,pulse:3+5:0.240,72.7428,73.9995,1.2567,1.8702,guidance,0,
20.703,73.2122,-0.13619,0.06659,pulse:3+5:0.240,72.7428,73.2122,0.4694,1.8290,guidance,0,
20.800,72.4643,-0.13546,0.06594,pulse:3+5:0.240,72.7428,72.4643,-0.2786,2.0402,guidance,0,
20.902,71.6902,-0.13458,0.06650,pulse:3+5:0.240,72.7428,71.6902,-1.0526,2.0206,guidance,0,
21.001,70.9216,-0.13429,0.06680,pulse:0+3:0.240,68.1718,70.9216,2.7498,1.8690,guidance,0,
21.103,70.1734,-0.13349,0.06782,pulse:0+3:0.240,68.1718,70.1734,2.0017,1.9398,guidance,0,
21.199,69.4497,-0.13163,0.06735,pulse:0+3:0.240,68.1718,69.4497,1.2779,1.9430,guidance,0,
21.300,68.6998,-0.13087,0.06619,pulse:0+3:0.240,68.1718,68.6998,0.5281,1.8239,guidance,0,
21.401,67.9469,-0.12886,0.06699,pulse:0+3:0.240,68.1718,67.9469,-0.2249,2.0451,guidance,0,
21.500,67.2309,-0.12853,0.06788,pulse:0+3:0.240,68.1718,67.2309,-0.9409,2.0982,guidance,0,
21.601,66.4920,-0.12790,0.06899,pulse:0+3:0.240,63.8754,66.4920,2.6166,1.9510,guidance,0,
21.697,65.7764,-0.12780,0.06991,pulse:0+3:0.240,63.8754,65.7764,1.9010,2.0334,guidance,0,
21.799,65.0563,-0.12648,0.07021,pulse:0+3:0.240,63.8754,65.0563,1.1810,1.8353,guidance,0,
21.898,64.3560,-0.12551,0.06957,pulse:0+3:0.240,63.8754,64.3560,0.4807,1.8699,guidance,0,
21.999,63.6394,-0.12498,0.07012,pulse:0+3:0.240,63.8754,63.6394,-0.2359,1.9702,guidance,0,
22.099,62.9350,-0.12424,0.07178,pulse:0+3:0.240,63.8754,62.9350,-0.9403,1.9526,guidance,0,
22.153,62.5648,-0.12402,0.07218,pulse:0+3:0.240,60.0304,62.5648,2.5344,1.9023,guidance,0,
22.301,61.5348,-0.12413,0.07440,pulse:0+3:0.240,60.0304,61.5348,1.5044,2.0252,guidance,0,
22.397,60.8625,-0.12361,0.07472,pulse:0+3:0.240,60.0304,60.8625,0.8321,1.8634,guidance,0,
22.499,60.1477,-0.12221,0.07463,pulse:0+3:0.240,60.0304,60.1477,0.1173,1.8007,guidance,0,
22.599,59.4457,-0.12136,0.07458,pulse:0+3:0.240,60.0304,59.4457,-0.5847,1.8801,guidance,0,
22.701,58.7352,-0.12108,0.07589,pulse:3+5:0.240,56.2648,58.7352,2.4704,1.8386,guidance,0,
22.801,58.0510,-0.12039,0.07759,pulse:3+5:0.240,56.2648,58.0510,1.7863,1.9381,guidance,0,
22.900,57.3711,-0.12002,0.07770,pulse:3+5:0.240,56.2648,57.3711,1.1064,1.8988,guidance,0,
23.000,56.6899,-0.11932,0.07812,pulse:3+5:0.240,56.2648,56.6899,0.4251,2.0318,guidance,0,
23.100,56.0000,-0.11836,0.07779,pulse:3+5:0.240,56.2648,56.0000,-0.2648,2.0690,guidance,0,
23.198,55.3453,-0.11775,0.07949,pulse:3+5:0.240,56.2648,55.3453,-0.9195,2.0666,guidance,0,
23.299,54.6705,-0.11679,0.08004,pulse:0+5:0.320,51.7899,54.6705,2.8806,1.8309,guidance,0,
23.397,54.0331,-0.11562,0.08046,pulse:0+5:0.320,51.7899,54.0331,2.2431,1.9219,guidance,0,
23.498,53.3827,-0.11377,0.08053,pulse:0+5:0.320,51.7899,53.3827,1.5928,1.7873,guidance,0,
23.600,52.7452,-0.11137,0.07958,pulse:0+5:0.320,51.7899,52.7452,0.9553,1.8154,guidance,0,
23.698,52.1573,-0.10836,0.07853,pulse:0+5:0.320,51.7899,52.1573,0.3673,1.8922,guidance,0,
23.802,51.5244,-0.10593,0.07854,pulse:3+5:0.240,49.3704,51.5244,2.1541,1.8857,guidance,0,
23.898,50.9484,-0.10510,0.07884,pulse:3+5:0.240,49.3704,50.9484,1.5780,1.8448,guidance,0,
23.998,50.3583,-0.10381,0.07800,pulse:3+5:0.240,49.3704,50.3583,0.9879,2.0032,guidance,0,
24.097,49.7595,-0.10294,0.07741,pulse:3+5:0.240,49.3704,49.7595,0.3892,1.9019,guidance,0,
