t,attDeg,wParallel,wPerp,primitive,predAtt,actualAtt,predMinusActual,fuelMargin,phase,reachable,fdir
1.800,103.8527,0.27775,0.03426,pulse:0+5:0.160,108.3046,103.8527,-4.4519,2.3482,guidance,0,
1.901,105.4588,0.28031,0.03604,pulse:0+5:0.160,108.3046,105.4588,-2.8459,2.1436,guidance,0,
1.998,107.0072,0.28115,0.03758,pulse:0+5:0.160,108.3046,107.0072,-1.2974,2.1144,guidance,0,
2.097,108.5991,0.28178,0.03878,pulse:0+5:0.160,108.3046,108.5991,0.2945,2.2242,guidance,0,
2.200,110.2351,0.28410,0.03892,pulse:0+5:0.160,108.3046,110.2351,1.9304,2.3305,guidance,0,
2.301,111.8182,0.28620,0.03744,pulse:0+5:0.160,116.4057,111.8182,-4.5875,2.2788,guidance,0,
2.402,113.4654,0.28913,0.03563,pulse:0+5:0.160,116.4057,113.4654,-2.9403,2.0885,guidance,0,
2.501,115.0614,0.29096,0.03355,pulse:0+5:0.160,116.4057,115.0614,-1.3443,2.1562,guidance,0,
2.602,116.6999,0.29186,0.02959,pulse:0+5:0.160,116.4057,116.6999,0.2942,2.2943,guidance,0,
2.698,118.2644,0.29437,0.02600,pulse:0+5:0.160,116.4057,118.2644,1.8587,2.2191,guidance,0,
2.749,119.0638,0.29539,0.02271,pulse:0+5:0.160,116.4057,119.0638,2.6581,2.0454,guidance,0,
2.900,121.5784,0.29809,0.01649,pulse:0+5:0.160,126.3547,121.5784,-4.7763,2.0644,guidance,0,
2.998,123.2175,0.29966,0.01283,pulse:0+5:0.160,126.3547,123.2175,-3.1372,2.2844,guidance,0,
3.098,124.8792,0.30015,0.01074,pulse:0+5:0.160,126.3547,124.8792,-1.4755,2.3402,guidance,0,
3.202,126.6141,0.30073,0.01011,pulse:0+5:0.160,126.3547,126.6141,0.2594,2.2486,guidance,0,
3.299,128.2100,0.30056,0.01124,pulse:0+5:0.160,126.3547,128.2100,1.8553,2.0659,guidance,0,
3.399,129.8929,0.30228,0.01439,pulse:0+5:0.160,126.3547,129.8929,3.5382,2.0225,guidance,0,
3.497,131.5366,0.30165,0.01772,pulse:0+5:0.160,136.3683,131.5366,-4.8318,2.1854,guidance,0,
3.597,133.2046,0.30108,0.01969,pulse:0+5:0.160,136.3683,133.2046,-3.1637,2.2529,guidance,0,
3.702,134.9408,0.29909,0.02040,pulse:0+5:0.160,136.3683,134.9408,-1.4275,2.0646,guidance,0,
3.802,136.5675,0.29673,0.01991,pulse:0+5:0.160,136.3683,136.5675,0.1992,1.9805,guidance,0,
3.901,138.1929,0.29585,0.02025,pulse:0+5:0.160,136.3683,138.1929,1.8246,2.1137,guidance,0,
3.997,139.7479,0.29357,0.01932,pulse:0+5:0.160,144.4501,139.7479,-4.7022,2.1144,guidance,0,
4.102,141.4183,0.29155,0.01742,pulse:0+5:0.160,144.4501,141.4183,-3.0318,2.0504,guidance,0,
4.200,142.9693,0.28761,0.01445,pulse:0+5:0.160,144.4501,142.9693,-1.4808,2.0952,guidance,0,
4.297,144.5204,0.28378,0.01085,pulse:0+5:0.160,144.4501,144.5204,0.0703,2.0879,guidance,0,
4.400,146.1231,0.28184,0.00738,pulse:0+5:0.160,144.4501,146.1231,1.6730,2.2080,guidance,0,
4.501,147.6538,0.27811,0.00517,pulse:0+5:0.160,152.1087,147.6538,-4.4549,2.2372,guidance,0,
4.600,149.1324,0.27482,0.00414,pulse:0+5:0.160,152.1087,149.1324,-2.9763,2.1038,guidance,0,
4.703,150.6475,0.27127,0.00629,pulse:0+5:0.160,152.1087,150.6475,-1.4612,2.0369,guidance,0,
4.801,152.1025,0.26747,0.01024,pulse:0+5:0.160,152.1087,152.1025,-0.0062,2.0773,guidance,0,
4.903,153.6044,0.26461,0.01292,pulse:0+5:0.160,152.1087,153.6044,1.4957,2.1615,guidance,0,
5.000,154.9984,0.26207,0.01403,pulse:0+5:0.160,152.1087,154.9984,2.8897,2.0152,guidance,0,
5.098,156.4297,0.26007,0.01573,pulse:0+5:0.160,160.5961,156.4297,-4.1663,2.0278,guidance,0,
5.198,157.8329,0.25804,0.01598,pulse:0+5:0.160,160.5961,157.8329,-2.7632,2.2153,guidance,0,
5.301,159.2770,0.25565,0.01574,pulse:0+5:0.160,160.5961,159.2770,-1.3191,2.1285,guidance,0,
5.398,160.6516,0.25284,0.01596,pulse:0+5:0.160,160.5961,160.6516,0.0555,2.1012,guidance,0,
5.498,162.0457,0.25238,0.01375,pulse:0+5:0.160,160.5961,162.0457,1.4496,2.1405,guidance,0,
5.599,163.4555,0.25310,0.01087,pulse:0+5:0.240,168.6603,163.4555,-5.2048,2.0448,guidance,0,
5.698,164.8321,0.25307,0.00752,pulse:0+5:0.240,168.6603,164.8321,-3.8282,2.0896,guidance,0,
5.803,166.2930,0.25249,0.00488,pulse:0+5:0.240,168.6603,166.2930,-2.3672,2.0418,guidance,0,
5.901,167.6376,0.25236,0.00363,pulse:0+5:0.240,168.6603,167.6376,-1.0226,2.0788,guidance,0,
6.001,169.0258,0.25315,0.00619,pulse:0+5:0.240,168.6603,169.0258,0.3655,2.0532,guidance,0,
6.099,170.3937,0.25543,0.00947,pulse:0+5:0.240,168.6603,170.3937,1.7334,2.0998,guidance,0,
6.200,171.8411,0.25784,0.01401,pulse:0+5:0.320,178.3085,171.8411,-6.4675,2.1111,guidance,0,
6.298,173.2418,0.25986,0.01836,pulse:0+5:0.320,178.3085,173.2418,-5.0667,2.0405,guidance,0,
6.401,174.7109,0.26152,0.02232,pulse:0+5:0.320,178.3085,174.7109,-3.5976,2.1458,guidance,0,
6.501,176.1691,0.26352,0.02451,pulse:0+5:0.320,178.3085,176.1691,-2.1395,2.1210,guidance,0,
6.601,177.6203,0.26435,0.02653,pulse:0+5:0.320,178.3085,177.6203,-0.6882,2.0845,guidance,0,
6.698,179.0504,0.26752,0.02804,pulse:0+5:0.320,178.3085,179.0504,0.7419,2.0346,guidance,0,
6.797,179.4918,-0.26958,0.02921,pulse:0+5:0.240,173.9504,179.4918,5.5414,2.0302,guidance,0,
6.899,177.9553,-0.27240,0.03051,pulse:0+5:0.240,173.9504,177.9553,4.0049,1.9939,guidance,0,
6.999,176.4406,-0.27349,0.02971,pulse:0+5:0.240,173.9504,176.4406,2.4902,1.9514,guidance,0,
7.100,174.9034,-0.27431,0.02788,pulse:0+5:0.240,173.9504,174.9034,0.9530,2.0805,guidance,0,
7.201,173.3758,-0.27500,0.02571,pulse:0+5:0.240,173.9504,173.3758,-0.5746,2.2308,guidance,0,
7.299,171.8755,-0.27650,0.02459,pulse:0+5:0.320,164.9395,171.8755,6.9360,2.2485,guidance,0,
7.399,170.3410,-0.27820,0.02275,pulse:0+5:0.320,164.9395,170.3410,5.4015,1.9866,guidance,0,
7.498,168.8176,-0.27722,0.02122,pulse:0+5:0.320,164.9395,168.8176,3.8781,1.9731,guidance,0,
7.599,167.2905,-0.27607,0.01868,pulse:0+5:0.320,164.9395,167.2905,2.3510,1.9681,guidance,0,
7.700,165.7385,-0.27451,0.01732,pulse:0+5:0.320,164.9395,165.7385,0.7990,1.9328,guidance,0,
7.798,164.2658,-0.27305,0.01809,pulse:0+5:0.320,164.9395,164.2658,-0.6737,2.0823,guidance,0,
7.901,162.6854,-0.27192,0.01854,pulse:0+5:0.320,155.8621,162.6854,6.8233,1.9869,guidance,0,
7.998,161.2132,-0.27082,0.01924,pulse:0+5:0.320,155.8621,161.2132,5.3511,1.9633,guidance,0,
8.100,159.7182,-0.26750,0.02061,pulse:0+5:0.320,155.8621,159.7182,3.8561,2.1446,guidance,0,
8.202,158.2009,-0.26491,0.02190,pulse:0+5:0.320,155.8621,158.2009,2.3388,2.1395,guidance,0,
8.302,156.7594,-0.26153,0.02166,pulse:0+5:0.320,155.8621,156.7594,0.8973,2.0963,guidance,0,
8.401,155.3395,-0.25923,0.02170,pulse:0+5:0.320,155.8621,155.3395,-0.5226,2.1849,guidance,0,
8.499,153.9316,-0.25649,0.02125,pulse:0:0.320,147.4812,153.9316,6.4503,2.0013,guidance,0,
8.599,152.5054,-0.25376,0.02001,pulse:0:0.320,147.4812,152.5054,5.0241,2.0608,guidance,0,
8.702,151.0805,-0.25098,0.01748,pulse:0:0.320,147.4812,151.0805,3.5993,2.1011,guidance,0,
8.802,149.7158,-0.24689,0.01585,pulse:0:0.320,147.4812,149.7158,2.2346,2.0887,guidance,0,
8.902,148.3379,-0.24453,0.01422,pulse:0:0.320,147.4812,148.3379,0.8567,1.9965,guidance,0,
9.000,147.0399,-0.24204,0.01416,pulse:0+5:0.320,140.9625,147.0399,6.0773,1.9605,guidance,0,
9.102,145.6749,-0.24044,0.01609,pulse:0+5:0.320,140.9625,145.6749,4.7123,2.1317,guidance,0,
9.199,144.3799,-0.23831,0.01738,pulse:0+5:0.320,140.9625,144.3799,3.4173,2.0306,guidance,0,
9.303,143.0179,-0.23544,0.02068,pulse:0+5:0.320,140.9625,143.0179,2.0554,1.9937,guidance,0,
9.400,141.7537,-0.23295,0.02276,pulse:0+5:0.320,140.9625,141.7537,0.7912,1.8973,guidance,0,
9.501,140.4331,-0.23207,0.02643,pulse:0+5:0.320,134.6093,140.4331,5.8238,1.9821,guidance,0,
9.603,139.1298,-0.23217,0.02889,pulse:0+5:0.320,134.6093,139.1298,4.5205,1.9646,guidance,0,
9.699,137.8922,-0.23035,0.03181,pulse:0+5:0.320,134.6093,137.8922,3.2829,1.9523,guidance,0,
9.803,136.5493,-0.22933,0.03261,pulse:0+5:0.320,134.6093,136.5493,1.9400,2.0371,guidance,0,
9.898,135.3374,-0.22853,0.03271,pulse:0+5:0.320,134.6093,135.3374,0.7281,2.1568,guidance,0,
9.999,134.0634,-0.22831,0.03362,pulse:0+5:0.320,134.6093,134.0634,-0.5459,2.1266,guidance,0,
10.100,132.7402,-0.23002,0.03389,pulse:0+5:0.320,126.9691,132.7402,5.7711,1.9582,guidance,0,
10.198,131.4721,-0.23015,0.03263,pulse:0+5:0.320,126.9691,131.4721,4.5030,1.8938,guidance,0,
10.298,130.1800,-0.23080,0.03031,pulse:0+5:0.320,126.9691,130.1800,3.2109,1.8725,guidance,0,
10.399,128.8567,-0.23060,0.02824,pulse:0+5:0.320,126.9691,128.8567,1.8876,1.8716,guidance,0,
10.500,127.5454,-0.23015,0.02513,pulse:0+5:0.320,126.9691,127.5454,0.5763,2.1150,guidance,0,
10.601,126.2408,-0.23163,0.02269,pulse:0+5:0.320,120.4273,126.2408,5.8134,2.0337,guidance,0,
10.702,124.9409,-0.23304,0.02068,pulse:0+5:0.320,120.4273,124.9409,4.5136,2.1381,guidance,0,
10.802,123.6424,-0.23395,0.01877,pulse:0+5:0.320,120.4273,123.6424,3.2150,2.1512,guidance,0,
10.899,122.3662,-0.23418,0.01761,pulse:0+5:0.320,120.4273,122.3662,1.9388,2.1530,guidance,0,
11.001,121.0324,-0.23338,0.01781,pulse:0+5:0.320,120.4273,121.0324,0.6050,2.1391,guidance,0,
11.101,119.7136,-0.23440,0.01895,pulse:0+5:0.320,113.8288,119.7136,5.8848,2.1702,guidance,0,
11.200,118.3865,-0.23559,0.02143,pulse:0+5:0.320,113.8288,118.3865,4.5577,1.9138,guidance,0,
11.299,117.0858,-0.23601,0.02286,pulse:0+5:0.320,113.8288,117.0858,3.2570,1.8986,guidance,0,
11.397,115.8008,-0.23560,0.02473,pulse:0+5:0.320,113.8288,115.8008,1.9720,2.0223,guidance,0,
11.500,114.4286,-0.23574,0.02705,pulse:0+5:0.320,113.8288,114.4286,0.5998,1.8989,guidance,0,
11.601,113.0827,-0.23531,0.02866,pulse:0+5:0.320,113.8288,113.0827,-0.7461,1.9816,guidance,0,
11.701,111.7423,-0.23661,0.03023,pulse:0+5:0.320,105.8027,111.7423,5.9396,2.0554,guidance,0,
11.803,110.3976,-0.23737,0.03158,pulse:0+5:0.320,105.8027,110.3976,4.5949,1.8966,guidance,0,
11.900,109.1140,-0.23614,0.03224,pulse:0+5:0.320,105.8027,109.1140,3.3113,1.9913,guidance,0,
12.003,107.7771,-0.23536,0.03254,pulse:0+5:0.320,105.8027,107.7771,1.9744,1.8651,guidance,0,
12.100,106.5091,-0.23381,0.03258,pulse:0+5:0.320,105.8027,106.5091,0.7064,2.0352,guidance,0,
12.197,105.2225,-0.23332,0.03311,pulse:0+5:0.320,105.8027,105.2225,-0.5802,1.9395,guidance,0,
12.300,103.8865,-0.23292,0.03461,pulse:0+5:0.320,98.0426,103.8865,5.8439,1.9823,guidance,0,
12.400,102.5491,-0.23256,0.03641,pulse:0+5:0.320,98.0426,102.5491,4.5065,1.8893,guidance,0,
12.502,101.2203,-0.23093,0.03615,pulse:0+5:0.320,98.0426,101.2203,3.1777,1.9544,guidance,0,
12.601,99.9492,-0.22935,0.03737,pulse:0+5:0.320,98.0426,99.9492,1.9066,1.9452,guidance,0,
12.698,98.7077,-0.22638,0.03669,pulse:0+5:0.320,98.0426,98.7077,0.6651,1.8631,guidance,0,
12.800,97.4162,-0.22528,0.03694,pulse:0+5:0.320,98.0426,97.4162,-0.6264,2.0464,guidance,0,
12.899,96.1610,-0.22398,0.03852,pulse:0+5:0.320,90.5448,96.1610,5.6161,1.9990,guidance,0,
13.002,94.8562,-0.22292,0.03844,pulse:0+5:0.320,90.5448,94.8562,4.3113,1.9866,guidance,0,
13.100,93.6187,-0.22068,0.03841,pulse:0+5:0.320,90.5448,93.6187,3.0738,2.0070,guidance,0,
13.201,92.3722,-0.21833,0.03682,pulse:0+5:0.320,90.5448,92.3722,1.8273,1.8769,guidance,0,
13.303,91.1419,-0.21553,0.03514,pulse:0+5:0.320,90.5448,91.1419,0.5971,1.8446,guidance,0,
13.400,89.9663,-0.21341,0.03369,pulse:0+5:0.320,84.6153,89.9663,5.3510,1.8714,guidance,0,
13.502,88.7477,-0.21204,0.03231,pulse:0+5:0.320,84.6153,88.7477,4.1324,2.0480,guidance,0,
13.598,87.5917,-0.20928,0.03020,pulse:0+5:0.320,84.6153,87.5917,2.9764,2.0818,guidance,0,
13.698,86.4012,-0.20684,0.02772,pulse:0+5:0.320,84.6153,86.4012,1.7859,2.0956,guidance,0,
13.798,85.2609,-0.20475,0.02566,pulse:0+5:0.320,84.6153,85.2609,0.6456,1.9809,guidance,0,
13.901,84.0723,-0.20254,0.02414,pulse:0+5:0.320,78.9922,84.0723,5.0801,1.8058,guidance,0,
14.000,82.9584,-0.20141,0.02408,pulse:0+5:0.320,78.9922,82.9584,3.9662,1.7808,guidance,0,
14.100,81.8109,-0.19984,0.02273,pulse:0+5:0.320,78.9922,81.8109,2.8187,1.9360,guidance,0,
14.202,80.6889,-0.19799,0.02253,pulse:0+5:0.320,78.9922,80.6889,1.6967,1.9642,guidance,0,
14.302,79.5927,-0.19595,0.02287,pulse:0+5:0.320,78.9922,79.5927,0.6005,1.9051,guidance,0,
14.399,78.5071,-0.19551,0.02436,pulse:0+5:0.320,78.9922,78.5071,-0.4852,1.8373,guidance,0,
14.500,77.3863,-0.19547,0.02493,pulse:0+5:0.320,72.4836,77.3863,4.9027,1.9828,guidance,0,
14.598,76.3074,-0.19626,0.02630,pulse:0+5:0.320,72.4836,76.3074,3.8239,2.0703,guidance,0,
14.698,75.1837,-0.19584,0.02752,pulse:0+5:0.320,72.4836,75.1837,2.7001,2.0476,guidance,0,
14.800,74.0529,-0.19518,0.02839,pulse:0+5:0.320,72.4836,74.0529,1.5693,1.8676,guidance,0,
14.899,72.9642,-0.19463,0.02888,pulse:0+5:0.320,72.4836,72.9642,0.4806,2.0172,guidance,0,
15.001,71.8323,-0.19558,0.03092,pulse:0+5:0.320,66.9289,71.8323,4.9034,1.9061,guidance,0,
15.102,70.7068,-0.19699,0.03188,pulse:0+5:0.320,66.9289,70.7068,3.7779,1.8250,guidance,0,
15.201,69.6007,-0.19746,0.03356,pulse:0+5:0.320,66.9289,69.6007,2.6717,1.8410,guidance,0,
15.300,68.4884,-0.19723,0.03491,pulse:0+5:0.320,66.9289,68.4884,1.5595,1.8380,guidance,0,
15.401,67.3524,-0.19711,0.03655,pulse:0+5:0.320,66.9289,67.3524,0.4235,1.9459,guidance,0,
15.499,66.2355,-0.19872,0.03829,pulse:0+5:0.320,66.9289,66.2355,-0.6934,1.8491,guidance,0,
15.602,65.0744,-0.20085,0.04095,pulse:0+5:0.320,60.0436,65.0744,5.0307,1.7337,guidance,0,
15.698,63.9657,-0.20261,0.04240,pulse:0+5:0.320,60.0436,63.9657,3.9221,1.7519,guidance,0,
15.803,62.7791,-0.20206,0.04475,pulse:0+5:0.320,60.0436,62.7791,2.7355,1.8471,guidance,0,
15.900,61.6704,-0.20243,0.04580,pulse:0+5:0.320,60.0436,61.6704,1.6267,1.9126,guidance,0,
16.000,60.5102,-0.20232,0.04713,pulse:0+5:0.320,60.0436,60.5102,0.4666,1.9181,guidance,0,
16.098,59.3897,-0.20280,0.04819,pulse:0+5:0.320,60.0436,59.3897,-0.6539,1.8604,guidance,0,
16.199,58.2115,-0.20312,0.04951,pulse:0+5:0.320,53.1300,58.2115,5.0815,1.8679,guidance,0,
16.300,57.0408,-0.20316,0.05025,pulse:0+5:0.320,53.1300,57.0408,3.9109,1.8693,guidance,0,
16.402,55.8792,-0.20245,0.05192,pulse:0+5:0.320,53.1300,55.8792,2.7492,1.8862,guidance,0,
16.499,54.7924,-0.20141,0.05161,pulse:0+5:0.320,53.1300,54.7924,1.6625,1.9092,guidance,0,
16.600,53.6621,-0.19922,0.05145,pulse:0+5:0.320,53.1300,53.6621,0.5322,1.9780,guidance,0,
16.703,52.5145,-0.19815,0.05176,pulse:0+5:0.320,47.5604,52.5145,4.9541,1.8403,guidance,0,
16.798,51.4181,-0.19686,0.05242,pulse:0+5:0.320,47.5604,51.4181,3.8577,1.8279,guidance,0,
16.900,50.2985,-0.19441,0.05293,pulse:0+5:0.320,47.5604,50.2985,2.7381,1.7790,guidance,0,
17.000,49.2012,-0.19212,0.05275,pulse:0+5:0.320,47.5604,49.2012,1.6408,1.6954,guidance,0,
17.098,48.1509,-0.18889,0.05288,pulse:0+5:0.320,47.5604,48.1509,0.5905,1.9435,guidance,0,
17.202,47.0466,-0.18649,0.05347,pulse:0+5:0.320,47.5604,47.0466,-0.5138,1.8961,guidance,0,
17.302,46.0066,-0.18488,0.05453,pulse:0+5:0.320,41.3903,46.0066,4.6163,1.9585,guidance,0,
17.401,44.9867,-0.18285,0.05569,pulse:0+5:0.320,41.3903,44.9867,3.5964,2.0006,guidance,0,
17.500,43.9738,-0.18002,0.05598,pulse:0+5:0.320,41.3903,43.9738,2.5835,1.9734,guidance,0,
17.601,42.9503,-0.17653,0.05604,pulse:0+5:0.320,41.3903,42.9503,1.5600,1.8008,guidance,0,
17.702,41.9454,-0.17396,0.05623,pulse:0+5:0.320,41.3903,41.9454,0.5551,1.8869,guidance,0,
17.800,40.9934,-0.17177,0.05580,pulse:0+5:0.320,41.3903,40.9934,-0.3969,1.7762,guidance,0,
17.903,40.0086,-0.16987,0.05692,pulse:0+5:0.320,35.7758,40.0086,4.2328,1.7306,guidance,0,
18.002,39.0305,-0.16899,0.05721,pulse:0+5:0.320,35.7758,39.0305,3.2548,1.7016,guidance,0,
18.103,38.0769,-0.16699,0.05696,pulse:0+5:0.320,35.7758,38.0769,2.3011,1.7362,guidance,0,
18.198,37.1585,-0.16504,0.05622,pulse:0+5:0.320,35.7758,37.1585,1.3827,1.8261,guidance,0,
18.300,36.1998,-0.16294,0.05598,pulse:0+5:0.320,35.7758,36.1998,0.4240,1.8137,guidance,0,
18.400,35.2736,-0.16246,0.05712,pulse:0+5:0.320,35.7758,35.2736,-0.5022,1.7434,guidance,0,
18.497,34.3776,-0.16182,0.05780,pulse:0+5:0.320,30.3545,34.3776,4.0231,1.8138,guidance,0,
18.597,33.4490,-0.16233,0.05890,pulse:0+5:0.320,30.3545,33.4490,3.0945,1.8138,guidance,0,
18.698,32.5258,-0.16169,0.05936,pulse:0+5:0.320,30.3545,32.5258,2.1713,1.7477,guidance,0,
18.802,31.5873,-0.16038,0.06072,pulse:0+5:0.320,30.3545,31.5873,1.2328,1.8985,guidance,0,
18.899,30.6980,-0.15977,0.06149,pulse:0+5:0.320,30.3545,30.6980,0.3434,1.7095,guidance,0,
19.002,29.7690,-0.15929,0.06311,pulse:0+5:0.320,25.8238,29.7690,3.9452,1.8132,guidance,0,
19.098,28.9049,-0.15911,0.06592,pulse:0+5:0.320,25.8238,28.9049,3.0811,1.8222,guidance,0,
19.200,27.9847,-0.15839,0.06800,pulse:0+5:0.320,25.8238,27.9847,2.1609,1.9144,guidance,0,
19.299,27.0913,-0.15798,0.07086,pulse:0+5:0.320,25.8238,27.0913,1.2675,1.6886,guidance,0,
19.399,26.1964,-0.15572,0.07302,pulse:0+5:0.320,25.8238,26.1964,0.3726,1.6552,guidance,0,
19.502,25.2806,-0.15490,0.07653,pulse:0+5:0.320,25.8238,25.2806,-0.5431,1.7739,guidance,0,
19.601,24.4081,-0.15418,0.08008,pulse:0+5:0.320,20.6403,24.4081,3.7679,1.7017,guidance,0,
19.698,23.5592,-0.15347,0.08575,pulse:0+5:0.320,20.6403,23.5592,2.9190,1.6690,guidance,0,
19.802,22.6455,-0.15120,0.08969,pulse:0+5:0.320,20.6403,22.6455,2.0053,1.8267,guidance,0,
19.899,21.8121,-0.14724,0.09410,pulse:0+5:0.320,20.6403,21.8121,1.1718,1.7051,guidance,0,
20.000,20.9746,-0.14439,0.09823,pulse:0+5:0.320,20.6403,20.9746,0.3344,1.6332,guidance,0,
20.101,20.1488,-0.14059,0.10423,pulse:0+5:0.160,17.9738,20.1488,2.1750,1.8215,guidance,0,
20.201,19.3670,-0.13721,0.11009,pulse:0+5:0.160,17.9738,19.3670,1.3932,1.8656,guidance,0,
20.301,18.6118,-0.13262,0.11574,pulse:0+5:0.160,17.9738,18.6118,0.6380,1.8412,guidance,0,
20.402,17.8590,-0.12651,0.12076,pulse:0+5:0.160,17.9738,17.8590,-0.1149,1.6494,guidance,0,
20.499,17.1777,-0.12082,0.12740,pulse:0+5:0.160,17.9738,17.1777,-0.7961,1.7018,guidance,0,
20.599,16.4914,-0.11446,0.13434,pulse:0+5:0.160,17.9738,16.4914,-1.4824,1.8093,guidance,0,
20.700,15.8583,-0.10768,0.13888,pulse:0+5:0.160,14.3066,15.8583,1.5517,1.7414,guidance,0,
20.799,15.2574,-0.10041,0.14555,pulse:0+5:0.160,14.3066,15.2574,0.9508,1.6637,guidance,0,
20.898,14.7065,-0.09128,0.14998,pulse:0+5:0.160,14.3066,14.7065,0.3999,1.8221,guidance,0,
21.001,14.2208,-0.08023,0.15420,pulse:0+5:0.160,14.3066,14.2208,-0.0858,1.7755,guidance,0,
21.099,13.7922,-0.07126,0.15839,pulse:0+5:0.160,14.3066,13.7922,-0.5144,1.8819,guidance,0,
21.202,13.3891,-0.06090,0.16208,pulse:0+2:0.160,12.6822,13.3891,0.7069,1.8988,guidance,0,
21.300,13.0677,-0.05002,0.16474,pulse:0+2:0.160,12.6822,13.0677,0.3855,1.8734,guidance,0,
21.399,12.8121,-0.03826,0.16680,pulse:0+2:0.160,12.6822,12.8121,0.1299,1.7656,guidance,0,
21.498,12.5954,-0.02770,0.16745,pulse:0+2:0.160,12.6822,12.5954,-0.0868,1.8805,guidance,0,
21.603,12.4593,-0.01576,0.16836,pulse:0+2:0.160,12.6822,12.4593,-0.2229,1.7234,guidance,0,
21.699,12.3884,-0.00498,0.16846,pulse:0+2:0.160,12.6822,12.3884,-0.2938,1.8652,guidance,0,
21.797,12.3839,0.00621,0.16729,pulse:0:0.160,12.7670,12.3839,-0.3830,1.7490,guidance,0,
21.901,12.4641,0.01806,0.16564,pulse:0:0.160,12.7670,12.4641,-0.3029,1.7323,guidance,0,
21.999,12.5919,0.02808,0.16268,pulse:0:0.160,12.7670,12.5919,-0.1751,1.8350,guidance,0,
22.099,12.7657,0.03739,0.15895,pulse:0:0.160,12.7670,12.7657,-0.0012,1.8642,guidance,0,
22.201,13.0003,0.04682,0.15591,pulse:0:0.160,12.7670,13.0003,0.2333,1.7209,guidance,0,
22.301,13.2826,0.05643,0.15208,pulse:0:0.160,14.3938,13.2826,-1.1112,1.6763,guidance,0,
22.401,13.6491,0.06479,0.14798,pulse:0:0.160,14.3938,13.6491,-0.7448,1.8255,guidance,0,
22.499,14.0191,0.07172,0.14278,pulse:0:0.160,14.3938,14.0191,-0.3748,1.7127,guidance,0,
22.603,14.4582,0.07878,0.13772,pulse:0:0.160,14.3938,14.4582,0.0644,1.7937,guidance,0,
22.699,14.9091,0.08552,0.13254,pulse:0:0.160,14.3938,14.9091,0.5153,1.6691,guidance,0,
22.803,15.4372,0.09155,0.12738,pulse:0+2:0.160,17.0278,15.4372,-1.5906,1.6011,guidance,0,
22.901,15.9631,0.09717,0.12311,pulse:0+2:0.160,17.0278,15.9631,-1.0647,1.7006,guidance,0,
23.000,16.5089,0.10231,0.11725,pulse:0+2:0.160,17.0278,16.5089,-0.5189,1.7764,guidance,0,
23.098,17.0957,0.10678,0.11149,pulse:0+2:0.160,17.0278,17.0957,0.0679,1.6834,guidance,0,
23.200,17.7376,0.11107,0.10711,pulse:0+2:0.160,17.0278,17.7376,0.7099,1.7675,guidance,0,
23.300,18.3843,0.11585,0.10271,pulse:0+2:0.160,17.0278,18.3843,1.3565,1.7847,guidance,0,
23.400,19.0531,0.11982,0.09796,pulse:0+2:0.160,21.0326,19.0531,-1.9795,1.7103,guidance,0,
23.499,19.7427,0.12378,0.09425,pulse:0+2:0.160,21.0326,19.7427,-1.2899,1.7961,guidance,0,
